WarNum,WarName,WarType,ccode,StateName,Side,StartYear,EndYear,Initiator,Outcome,WhereFought,BatDeath
369,Second Franco-Vietnamese,3,220,France,1,1873,1874,1,3,7,400
370,First Dutch-Achinese,3,210,Netherlands,1,1873,1878,2,1,7,12000
371,Kokand Rebellion,3,365,Russia,1,1875,1876,2,1,7,100
372,Egyptian-Ethiopian,3,651,Egypt,1,1875,1876,1,2,4,4250
373,Serbian-Turkish,3,640,Ottoman Empire,1,1876,1877,2,4,2,
373,Serbian-Turkish,3,640,Ottoman Empire,1,1876,1877,2,4,2,
374,Third British-Xhosa,2,200,United Kingdom,1,1877,1878,2,1,4,200
375,Egypt-Sudanese Slavers,3,651,Egypt,1,1878,1879,1,1,6,
376,Russo-Turkoman,3,365,Russia,1,1878,1881,1,1,7,2000
377,Austrian-Bosnian,3,300,Austria-Hungary,1,1878,1878,1,1,2,3500
379,Second British-Afghan,3,200,United Kingdom,1,1878,1879,1,1,7,10000
380,Second British-Zulu,3,200,United Kingdom,1,1879,1879,1,1,4,2500
381,Gun War,2,200,United Kingdom,1,1880,1881,1,1,4,
382,First Boer War,2,200,United Kingdom,1,1880,1881,2,2,4,900
383,Franco-Tunisian,3,220,France,1,1881,1882,2,1,6,3500
384,First British-Mahdi,2,651,Egypt,1,1881,1882,2,2,6,5000
384,First British-Mahdi,2,200,United Kingdom,1,1881,1885,2,2,6,25000
385,Third Franco-Vietnamese,3,220,France,1,1882,1884,1,4,7,4500
385,Third Franco-Vietnamese,3,220,France,1,1882,1884,1,4,7,4500
386,First Franco-Madagascan,3,220,France,1,1883,1885,1,1,4,300
387,Third British-Burmese,3,200,United Kingdom,1,1885,1889,1,1,7,3000
389,French-Mandinka,3,220,France,1,1885,1886,1,1,4,1000
390,Russo-Afghan,3,365,Russia,1,1885,1885,1,3,7,1000
391,Serbian-Bulgarian,3,345,Serbia,1,1885,1885,1,2,2,2000
392,First Italian-Ethiopian,3,325,Italy,1,1887,1887,1,3,4,1000
393,Zambezi Conquest,3,235,Portugal,1,1888,1888,1,1,4,
394,First Franco-Dahomeyan,3,220,France,1,1890,1890,1,1,4,200
395,Franco-Jolof,3,220,France,1,1890,1891,1,1,4,100
395,Franco-Jolof,3,220,France,1,1890,1891,1,1,4,100
396,Second Franco-Dahomeyan,3,220,France,1,1892,1893,1,1,4,80
397,Belgian-Tib,3,211,Belgium,1,1892,1894,1,1,4,7000
398,Third British-Ashanti,3,200,United Kingdom,1,1893,1894,2,1,4,200
399,Melilla War,3,230,Spain,1,1893,1894,2,1,6,1000
400,Mahdist-Italian,3,325,Italy,1,1893,1894,2,1,4,270
401,Second Franco-Madagascan,3,220,France,1,1894,1895,2,1,4,6000
402,Second Dutch-Bali,3,210,Netherlands,1,1894,1894,1,1,7,1000
403,Portuguese-Gaza Empire,3,235,Portugal,1,1895,1895,1,1,4,50
404,Second Spanish-Cuban,2,230,Spain,1,1895,1898,2,4,1,59000
405,Japan-Taiwanese,2,740,Japan,1,1895,1895,2,1,7,4800
406,Mazrui Rebellion,3,200,United Kingdom,1,1895,1896,2,1,4,200
407,Second Italian-Ethiopian,3,325,Italy,1,1895,1896,1,2,4,9000
409,Second British-Mahdi,3,200,United Kingdom,1,1896,1899,1,1,6,1200
410,Spanish-Philippine,2,230,Spain,1,1896,1898,2,4,7,4000
411,British-South Nigerian,3,200,United Kingdom,1,1897,1897,1,1,4,20
412,British-Pathan,2,200,United Kingdom,1,1897,1898,2,1,7,1100
413,Hut Tax,2,200,United Kingdom,1,1898,1898,2,1,4,400
414,American-Philippine,2,2,United States of America,1,1899,1902,2,1,7,4500
415,French Conquest of Chad,3,220,France,1,1899,1900,1,1,4,125
416,Second Boer War,3,200,United Kingdom,1,1899,1902,2,1,4,22000
417,Last Ashanti War,3,200,United Kingdom,1,1900,1900,2,1,4,1000
419,Somali Rebellion,2,200,United Kingdom,1,1901,1904,2,1,4,400
419,Somali Rebellion,2,530,Ethiopia,1,1901,1904,2,1,4,
420,Bailundu Revolt,3,235,Portugal,1,1902,1903,2,1,4,
421,Kuanhama Rebellion,3,235,Portugal,1,1902,1904,2,6,4,2000
422,British Conquest of Kano  & Sokoto,3,200,United Kingdom,1,1903,1903,1,1,4,
422,British Conquest of Kano  & Sokoto,3,200,United Kingdom,1,1903,1903,1,1,4,
423,South West African Revolt,2,255,Germany,1,1904,1906,2,1,4,1800
423,South West African Revolt,2,255,Germany,1,1904,1906,2,1,4,1800
424,Second Dutch-Achinese,2,210,Netherlands,1,1904,1907,2,1,7,13000
425,Younghusband Expedition,3,200,United Kingdom,1,1904,1904,1,1,7,300
426,Maji-Maji Revolt,2,255,Germany,1,1905,1906,2,1,4,3440
427,Sokoto Uprising,2,200,United Kingdom,1,1906,1906,2,1,4,80
429,Third British-Zulu,2,200,United Kingdom,1,1906,1906,2,1,4,56
430,Dembos War,3,235,Portugal,1,1907,1910,1,1,4,100
431,Anti-Foreign Revolt,3,220,France,1,1907,1910,1,1,4,150
432,Japan-Korean Guerrillas,2,740,Japan,1,1907,1910,2,1,7,136
433,French Conquest of Wadai,3,220,France,1,1909,1911,1,1,4,4000
434,French-Berber,2,220,France,1,1912,1912,2,1,6,200
435,First Sino-Tibetan,2,710,China,1,1912,1913,2,2,7,2000
436,Moroccan Berber,2,220,France,1,1913,1915,1,7,6,900
436,Moroccan Berber,2,230,Spain,1,1913,1914,2,7,6,
437,Moro Rebellion,2,2,United States,1,1913,1913,1,1,7,50
440,Second Sino-Tibetan,3,710,China,1,1918,1918,1,6,7,1000
441,Caco Revolt,2,2,United States,1,1918,1920,2,1,1,98
442,Third British-Afghan,3,200,United Kingdom,1,1919,1919,2,3,7,1136
443,First British-Waziristan,3,200,United Kingdom,1,1919,1920,2,1,7,800
444,Franco-Syrian,3,220,France,1,1920,1920,1,1,6,3500
445,Iraqi-British,2,200,United Kingdom,1,1920,1920,2,1,6,1040
446,Conquest of Mongolia,3,365,USSR,1,1921,1921,2,1,7,
446,Conquest of Mongolia,3,710,China,1,1920,1921,2,1,7,4000
447,Italian-Sanusi,2,325,Italy,1,1923,1931,2,1,6,5000
449,Rif Rebellion,2,220,France,1,1925,1926,2,1,6,10000
449,Rif Rebellion,2,230,Spain,1,1921,1926,1,1,6,50000
450,Moplah Rebellion,2,200,United Kingdom,1,1921,1922,2,1,7,50
451,Franco-Druze,2,220,France,1,1925,1927,2,1,6,4000
452,Yen Bai Uprising,2,220,France,1,1930,1931,2,1,7,1
453,Saya San's Rebellion,2,200,United Kingdom,1,1930,1932,2,1,7,140
454,British-Palestinian,2,200,United Kingdom,1,1936,1936,2,1,6,126
455,Second British-Waziristan,3,200,United Kingdom,1,1936,1938,2,1,7,200
456,Indonesian,2,200,United Kingdom,1,1945,1946,2,3,7,1000
456,Indonesian,2,210,Netherlands,1,1945,1946,2,3,7,800
457,French-Indochina,2,220,France,1,1946,1954,2,2,7,94500
459,Third Franco-Madagascan,2,220,France,1,1947,1948,2,1,4,1000
460,Malayan Rebellion,2,200,United Kingdom,1,1948,1957,2,1,7,2400
461,Indo-Hyderabad,3,750,India,1,1948,1948,1,1,7,10
462,Third Sino-Tibetan,3,710,China,1,1950,1950,1,1,7,10000
463,Franco-Tunisian,2,220,France,1,1952,1954,2,2,6,2000
464,British-Mau Mau,2,200,United Kingdom,1,1952,1956,2,1,4,600
465,Moroccan Independence,2,220,France,1,1953,1956,2,2,6,2000
466,Third Franco-Algerian,2,220,France,1,1954,1962,2,2,6,18000
467,French-Cameroon,2,220,France,1,1957,1958,2,1,4,1000
469,Angolan-Portuguese,2,235,Portugal,1,1961,1974,2,4,4,4000
471,Mozambique-Portuguese,2,235,Portugal,1,1964,1975,2,2,4,3500
472,"East Timorese,Phase 2",3,850,Indonesia,1,1975,1976,1,4,7,12500
472,"East Timorese,Phase 2",3,850,Indonesia,1,1975,1976,1,4,7,12500
473,Namibian,2,560,South Africa,1,1975,1988,1,2,4,1100
474,Western Saharan,3,600,Morocco,1,1975,1983,2,7,6,9500
474,Western Saharan,3,435,Mauritania,1,1975,1979,2,7,6,2000
475,Khmer Insurgency,3,816,Vietnam,1,1979,1989,1,4,7,25300
475,Khmer Insurgency,3,811,Cambodia,1,1979,1989,2,4,7,15000
476,Soviet Quagmire,3,365,USSR,1,1980,1989,2,4,7,40000
476,Soviet Quagmire,3,700,Afghanistan,1,1980,1989,2,4,7,30000
477,First PKK in Iraq,3,640,Turkey,1,1991,1992,1,6,6,300
479,Second PKK in Iraq,3,640,Turkey,1,1997,1997,1,6,6,100
480,Al Aqsa Intifada,2,666,Israel,1,2000,2003,2,1,6,900
481,Afghan Resistance,3,220,France,1,2001,,1,5,7,12
481,Afghan Resistance,3,900,Australia,1,2001,,1,5,7,6
481,Afghan Resistance,3,255,Germany,1,2001,,1,5,7,25
481,Afghan Resistance,3,200,United Kingdom,1,2001,,1,5,7,110
481,Afghan Resistance,3,20,Canada,1,2001,,1,5,7,88
481,Afghan Resistance,3,2,United States,1,2001,,1,5,7,552
481,Afghan Resistance,3,2,United States,1,2001,,1,5,7,552
481,Afghan Resistance,3,700,Afghanistan,1,2001,,1,5,7,1600
482,Iraqi Resistance,3,900,Australia,1,2003,,1,5,6,1
482,Iraqi Resistance,3,2,United States,1,2003,,1,5,6,3985
482,Iraqi Resistance,3,2,United States,1,2003,,1,5,6,3985
482,Iraqi Resistance,3,200,United Kingdom,1,2003,,1,5,6,143
482,Iraqi Resistance,3,210,Netherlands,1,2004,2005,2,5,6,2
482,Iraqi Resistance,3,230,Spain,1,2004,2004,2,5,6,11
482,Iraqi Resistance,3,290,Poland,1,2004,2006,2,5,6,23
482,Iraqi Resistance,3,325,Italy,1,2004,,2,5,6,33
482,Iraqi Resistance,3,369,Ukraine,1,2004,2005,2,5,6,18
482,Iraqi Resistance,3,645,Iraq,1,2004,,2,5,6,10800
482,Iraqi Resistance,3,732,Republic of Korea,1,2004,,2,5,6,1
