ArtistName,ArtistBornYear,ObjectId
NY,,2666
Allgemeine Elektricitäts Gesellschaft (A.E.G.),,2667
Germany,,2667
Eimer & Amend,,2671
New York,,2671
NY,,2671
Unknown Designer,,2676
Eimer & Amend,,2677
New York,,2677
NY,,2677
Unknown Designer,,2683
Chinese,,2683
Unknown Designer,,2691
,,2694
Federal Tool Co.,,2699
Inc.,,2699
Springfield,,2699
MA,,2699
Unknown Designer,,2700
Jernbolaget,,2701
Eskilstuna,,2701
Sweden,,2701
Plumbers Brass Goods Div.,,2704
Waterbury,,2704
CT,,2704
,,2708
Providence,,2712
RI,,2712
Unknown Designer,,2713
James J. Jacobson,,2716
Oskar Kogoj,,2719
Goodell Co.,,2721
Antrim,,2721
NH,,2721
Unknown Designer,,2727
Authentics artipresent GmbH,,2730
Germany,,2730
S.K.F. Industries,,2731
Inc.,,2731
Hartford,,2731
CT,,2731
W. T. Gossard,,2732
Paris,,2735
Athol,,2736
MA,,2736
company design,,2740
Susan Weitzman,,2749
company design,,2751
BioMechanical Composites,,2752
CA,,2752
Unknown Designer,,2753
company design,,2761
Unknown Designer,,2763
company design,,2772
Unknown Designer,,2775
Siegfried Moeller,,2777
company design,,2783
O. J. Kuker,,2786
Seattle,,2786
WA,,2786
Fritz Foord,,2788
Roy Ginstrom,,2789
BMI,,2793
Germany,,2793
Unknown Designer,,2795
Lilly E. Hoffman,,2799
Roberto Niederer,,2800
USA,,2804
Giuseppe Nason,,2808
Ugo Nason,,2811
Golden,,2816
CO,,2816
Grasoli-Werk Gebr. Grah,,2818
Solingen,,2818
Germany,,2818
William de Vries,,2825
Unknown Designer,,2829
Figla Research Center,,2831
Lenox,,2832
Inc.,,2832
Trenton,,2832
NJ,,2832
Worcester,,2841
MA,,2841
Trace And Warner,,2842
P. Rigatti,,2852
Empoli,,2852
Italy,,2852
Howatt Archery,,2858
Unknown Designer,,2859
Athol,,2860
MA,,2860
Unknown Designer,,2862
M. Katsuyoshi,,2865
Unknown Designer,,2868
M. Katsuyoshi,,2876
Unknown Designer,,2879
William H. Miller,,2880
Jr.,,2880
Sheboygan,,2881
WI,,2881
Unknown Designer,,2890
Waltham Screw Co.,,2892
Kurt Steisslinger,,2896
Unknown Designer,,2900
Polar Ware Company,,2901
Sheboygan,,2901
WI,,2901
Unknown Designer,,2902
Unknown Designer,,2903
Milan,,2906
Unknown Designer,,2912
Jane Dickerman,,2914
Milan,,2916
Atelier Martine,,2917
Paris,,2917
France,,2917
Unknown Designer,,2928
Jane Dickerman,,2929
Unknown Designer,,2938
Grasoli-Werk Gebr. Grah,,2939
Solingen,,2939
Germany,,2939
Unknown Designer,,2947
Ludovico Mares,,2950
Olli Aninbaum,,2952
Knoll In-house Design Team,,2965
Golden,,2966
CO,,2966
Switzerland,,2978
St. Regis Paper Co.,,2985
Panelyte Div.,,2985
New York,,2985
NY,,2985
J.A. Henckels,,2987
Solingen,,2987
Germany,,2987
California,,2992
The Yale & Towne Mfg. Co.,,2993
Stamford,,2993
CT,,2993
St. Regis Paper Co.,,2994
Panelyte Div.,,2994
New York,,2994
NY,,2994
Vallauris,,2995
Vallauris,,3010
The Watertown Manufacturing Co.,,3017
Watertown,,3017
CT,,3017
Unknown Designer,,3018
Unknown Designer,,3019
Toledo,,3025
OH,,3025
George H. Hake,,3027
Toledo,,3036
OH,,3036
J.A. Henckels,,3037
Solingen,,3037
Germany,,3037
Corning Glass Works,,3038
Corning,,3038
NY,,3038
Bell Telephone Laboratories,,3040
Toledo,,3044
OH,,3044
Corning Glass Works,,3051
Corning,,3051
NY,,3051
Emros Team,,3056
Emros Team,,3062
Golden,,3064
CO,,3064
Westfield Manufacturing Corp.,,3074
Unknown Designer,,3075
Worcester,,3087
MA,,3087
Worcester,,3092
MA,,3092
Grasoli-Werk Gebr. Grah,,3097
Solingen,,3097
Germany,,3097
Grasoli-Werk Gebr. Grah,,3103
Solingen,,3103
Germany,,3103
Worcester,,3108
MA,,3108
Grasoli-Werk Gebr. Grah,,3109
Solingen,,3109
Germany,,3109
Percy Stamp,,3111
Cheney Greef & Co.,,3113
New York,,3113
NY,,3113
Unknown Designer,,3114
Worcester,,3118
MA,,3118
Unknown Designer,,3119
Anton Rüegg,,3129
Golden,,3132
CO,,3132
Golden,,3133
CO,,3133
Golden,,3134
CO,,3134
Golden,,3135
CO,,3135
Golden,,3136
CO,,3136
Lalance & Grosjean Mfg. Co.,,3144
Woodhaven,,3144
NY,,3144
Lalance & Grosjean Mfg. Co.,,3147
Woodhaven,,3147
NY,,3147
Deane Russell,,3149
New York,,3150
NY,,3150
Angelo Patin,,3152
New York,,3153
NY,,3153
Franklin Colvin,,3154
Aluminum Company of America,,3156
Pittsburgh,,3156
Pennsylvania,,3156
Hämmerli,,3160
Ltd.,,3160
Lenzburg,,3160
Switzerland,,3160
Slazengers Ltd.,,3170
England,,3170
Toledo,,3172
OH,,3172
Worcester,,3188
MA,,3188
Unknown Designer,,3197
Inoue Pleats Co.,,3222
Ltd.,,3222
Fukui,,3222
Japan,,3222
Switzerland,,3243
Switzerland,,3248
Switzerland,,3252
Édouard-Wilfred Buquet,,3256
Nancy,,3262
France,,3262
Nancy,,3266
France,,3266
Nancy,,3269
France,,3269
Nancy,,3271
France,,3271
Nancy,,3274
France,,3274
Nancy,,3277
France,,3277
Nancy,,3279
France,,3279
Nancy,,3281
France,,3281
Nancy,,3283
France,,3283
Nancy,,3285
France,,3285
Nancy,,3287
France,,3287
Nancy,,3289
France,,3289
Nancy,,3291
France,,3291
Nancy,,3293
France,,3293
The Custanite Corp.,,3302
Brooklyn,,3302
NY,,3302
Jerry Moberg,,3305
Robert S. Gargiuli,,3309
Unknown Designer,,3312
Continental Can Co.,,3313
USA,,3313
Unknown Designer,,3315
Continental Can Co.,,3316
USA,,3316
Studio DA,,3317
Japan,,3317
Henri Tronquoy,,3319
Eliot Noyes and Associates,,3346
Desny,,3352
Paris,,3352
Wärtsilä Ab,,3362
Helsinki,,3362
Finland,,3362
Baldioli Eustasio & Figli,,3368
Omegna,,3368
Italy,,3368
Van Leer Vatenfabrieken N.V.,,3385
Amstelveen,,3385
The Netherlands,,3385
Co Derr,,3392
Wärtsilä Ab,,3398
Helsinki,,3398
Finland,,3398
Frank D. Stratton,,3415
David Shen,,3423
Bradford,,3424
PA,,3424
M & Co,,3442
Unknown Designer,,3448
Jan Matthias,,3453
USA,,3458
Barcalo Manufacturing Co.,,3460
New York,,3460
NY,,3460
Drain-Dri Co.,,3464
San Francisco,,3464
CA,,3464
The Winsted Hardware Manufacturing Co.,,3467
Winsted,,3467
CT,,3467
Unknown Designer,,3485
Unknown Designer,,3490
Umberto Catalano,,3493
Gianfranco Masi,,3493
Unknown Designer,,3494
International Silver Co.,,3495
Meriden,,3495
CT,,3495
Gruppo G14,,3501
Virgilio Forchiassin,,3541
Unknown Designer,,3543
Uncle Sam's Umbrella Shop,,3546
New York,,3546
NY,,3546
Studio Tg,,3549
Olivier,,3552
Annelies De Leede,,3557
Form GmbH,,3559
Germany,,3559
Eric Randmark,,3580
Inc.,,3604
Farmington,,3604
CT,,3604
Isaac I. Cole,,3615
company design,,3621
Unknown Designer,,3699
Unknown Designer,,3710
Golden,,3729
CO,,3729
Ferrari S.p.A.,,3732
Maranello,,3732
Italy,,3732
Sunnydale,,3739
CA,,3739
Steve Jobs,,3742
Jerry Manock,,3742
New York,,3754
New York,,3758
New York,,3762
Gugelot Institute,,3823
Associated Spring Raymond Barnes Group,,3826
Inc.,,3826
Dallas,,3826
TX,,3826
Santa Clara,,3832
CA,,3832
Paris,,3834
Paris,,3841
CSS/Winfield,,3847
Paris,,3848
Paris,,3858
Munich,,3859
Munich,,3860
Munich,,3861
Munich,,3862
Munich,,3863
company design,,3868
Wärtsilä Ab,,3875
Helsinki,,3875
Finland,,3875
Kaneko Orimono Co.,,3880
Ltd.,,3880
Gumma,,3880
Japan,,3880
Martin Freeman,,3881
Johann Loetz,,3900
Roberto Lucci,,3907
Paolo Orlandini,,3907
Marko Turk,,3912
Richard Hudson,,3917
Marko Turk,,3919
Pierre Missey,,3923
Morris Zerner,,3930
Peter Svannäs,,3934
Morris Zerner,,3936
company design,,3941
Ed E. Langbein,,3942
Charles H. McCrea,,3949
George Ladas,,3951
Unknown Designer,,3953
Unknown Designer,,3956
Libbey Glass Company Division,,3978
Owens-Illinois Co.,,3978
Toledo,,3978
OH,,3978
established 1818,,3978
Libbey Glass Company Division,,3980
Owens-Illinois Co.,,3980
Toledo,,3980
OH,,3980
established 1818,,3980
Shellberg Falls,,3983
MA,,3983
C. Hugo Pott,,3986
Solingen,,3986
Germany,,3986
Friedrich Herder A.G.,,4016
Solingen,,4016
Germany,,4016
Unknown Designer,,4021
Chicago,,4024
IL,,4024
Peter Sciascin,,4027
Irwin Gershen,,4030
Gershen-Newark,,4030
Bradford,,4033
PA,,4033
Leopoldo Menegatti,,4036
Giuseppe Cappelli,,4039
Kent Macintosh,,4043
Rudolf Moethe,,4052
Fratelli Brambilla,,4060
Milan,,4060
company design,,4065
André Giraud & Brousseau,,4079
Limoges,,4079
France,,4079
Unknown Designer,,4096
Henri Tronquoy,,4111
Henri Tronquoy,,4114
Louis J. Zerbee,,4116
Koch Creations,,4130
Lynbrook,,4130
NY,,4130
Beryl Marton,,4132
Eliot Noyes Industrial Design,,4151
Allen Hawthorne,,4151
J. & J. Kohn,,4156
Vienna,,4156
Tetsoro Oya,,4163
Charles W. Carlson,,4190
company design,,4191
Unknown Designer,,4194
company design,,4199
Unknown Designer,,4200
Unknown Designer,,4203
Unknown Designer,,4204
Unknown Designer,,4205
Unknown Designer,,4206
Unknown Designer,,4209
Gits Molding Corp.,,4210
Chicago,,4211
IL,,4211
Unknown Designer,,4212
Unknown Designer,,4213
Hemco Plastics Div. of Bryant Electrical Co.,,4214
Bridgeport,,4214
CT,,4214
Hemco Plastics Div. of Bryant Electrical Co.,,4215
Bridgeport,,4215
CT,,4215
Hemco Plastics Div. of Bryant Electrical Co.,,4216
Bridgeport,,4216
CT,,4216
Monsieur Thiebault,,4237
Baum-Mercier,,4245
Switzerland,,4245
Erie,,4246
PA,,4246
Gisela Clemens,,4248
Rex A. Stevens,,4249
Sargent & Co.,,4251
,,4256
Cocco,,4258
Italy,,4258
Unknown Designer,,4260
,,4262
Unknown Designer,,4264
Inc.,,4266
New York,,4266
NY,,4266
Unknown Designer,,4268
A. Alcorn,,4270
Murray Hill,,4273
NJ,,4273
Murray Hill,,4274
NJ,,4274
Murray Hill,,4275
NJ,,4275
Murray Hill,,4276
NJ,,4276
Murray Hill,,4277
NJ,,4277
West Bend Aluminum Co.,,4279
Wisconsin,,4279
Santa Clara,,4282
CA,,4282
Elizabeth McLennan,,4283
IBM,,4288
East Fishkill,,4288
NY,,4288
IMEC,,4293
Santa Clara,,4296
CA,,4296
Santa Clara,,4299
CA,,4299
Milpitas,,4302
CA,,4302
Milpitas,,4303
CA,,4303
Milpitas,,4304
CA,,4304
Inc.,,4307
Synaptics Incorporated,,4310
San Jose,,4310
CA,,4310
Synaptics Incorporated,,4311
San Jose,,4311
CA,,4311
Synaptics Incorporated,,4312
San Jose,,4312
CA,,4312
Inc.,,4315
Dallas,,4315
TX,,4315
VLSI Technology,,4318
Inc.,,4318
San Jose,,4318
CA,,4318
Palo Alto,,4321
CA,,4321
Tri-State Plastic Molding Co.,,4331
Henderson,,4331
KY,,4331
Neil S. Waterman,,4333
Unknown Designer,,4336
Tri-State Plastic Molding Co.,,4340
Henderson,,4340
KY,,4340
Unknown Designer,,4342
Plas-tex Corporation,,4344
Los Angeles,,4344
CA,,4344
Charles H. McCrea,,4346
Charles H. McCrea,,4349
Charles H. McCrea,,4351
Charles H. McCrea,,4353
Charles H. McCrea,,4355
Unknown Designer,,4356
Unknown Designer,,4357
Owo,,4358
Owo,,4359
Stanley Home Products,,4360
Easthampton,,4360
MA,,4360
Pace Products,,4362
Chicago,,4362
IL,,4362
Unknown Designer,,4363
Nelson Ronsheim,,4365
Patricia Smith,,4367
Willa Percival,,4367
Patricia Smith,,4370
Willa Percival,,4370
André Giraud & Brousseau,,4376
Limoges,,4376
France,,4376
Hortense B. Isenberg,,4378
Nancy,,4379
France,,4379
Unknown Designer,,4380
Leslie Beaton,,4391
Mary Rodney,,4410
Rex A. Stevens,,4422
Rex A. Stevens,,4424
J.A. Henckels,,4426
Solingen,,4426
Germany,,4426
The Richter & Phillips Co.,,4433
Cincinatti,,4433
OH,,4433
John H. Lickert,,4435
Rex A. Stevens,,4450
David Swedlow,,4453
Unknown Designer,,4455
Waterbury,,4456
CT,,4456
Metall-Arbeit Wiener Werkstätte,,4457
Seneca Glass Co.,,4558
Seneca Glass Co.,,4559
Seneca Glass Co.,,4560
Unknown Designer,,4561
Unknown Designer,,4564
Guilford Art Company,,4565
Hemco Plastics Div. of Bryant Electrical Co.,,4566
Bridgeport,,4566
CT,,4566
Unknown Designer,,4567
Charles J. Mauro,,4568
Michael Cohen,,4579
Pulos Design Associates,,4580
Inc.,,4580
Michael Cohen,,4581
Michael Cohen,,4583
Richard Lowrie,,4585
Concept Inc.,,4585
St. Petersburg,,4585
FL,,4585
Concept Inc.,,4592
St. Petersburg,,4592
FL,,4592
,,4618
Leo Collins,,4619
Joseph Schlinger,,4619
Bonniers International,,4627
Japan,,4627
Bonniers International,,4628
Japan,,4628
Plastics,,4629
Inc.,,4629
St. Paul,,4629
MN,,4629
Floyd Fitzpatrick,,4631
Frimu Company,,4632
Switzerland,,4632
Frimu Company,,4633
Switzerland,,4633
G.P.M. Company,,4656
Germany,,4656
The Netherlands,,4712
Gruppo DAM (Designer Associati Milano),,4719
Studio Gruppo 14,,4719
Benjamin Chia,,4722
Detroit,,4732
MI,,4732
Lorraine Metal Mfg. Co.,,4733
NY,,4733
Irving Harper,,4747
Lynn Sexton,,4760
Dieter Wackerlin,,4763
Unknown Artist,,4768
Unknown Artist,,4780
Unknown Artist,,4782
James H. Dougherty,,4787
Fred J. Hoertz,,4790
William Dodge Stevens,,4792
C. B. Falls,,4796
Bureau,,4799
Unknown Artist,,4800
Townsend,,4803
Carl Baker,,4821
Unknown Designer,,4846
Peter Ray,,4849
Unknown Designer,,4855
Unknown Designer,,4861
Hannes Neuner,,4888
Unknown Designer,,4892
Unknown Artist,,4895
Tamotsu Arikawa,,4898
G. Massiot,,4899
Jean Vylen,,4909
Album-miscellaneous,,4910
Unknown Artist,,4928
David Wilcox,,4929
Unknown Artist,,4932
Unknown Artist,,4936
Unknown Artist,,4944
Unknown Artist,,4945
Donia Nachshen,,4949
Eugene Gise,,4951
Natacha Rambova,,4951
Donia Nachshen,,4954
Unknown Artist,,4955
Natacha Rambova,,4956
Donia Nachshen,,4959
Martin Crampton,,4960
Pat Keely,,4968
Jouineau Bourduge,,4969
Erich Ludwig Stahl,,4978
Unknown Artist,,4992
Koji Kato,,4993
Erno Metzner,,4996
Peter Kunz,,4997
Nathan Gluck,,5005
Unknown Artist,,5006
Barnett Freedman,,5010
Barnett Freedman,,5015
Maurice Man,,5026
Unknown Artist,,5031
V. Simon,,5033
I. Stepanov,,5033
Hanns Herkendell,,5035
Unknown Artist,,5036
Boris Prusakov,,5038
Unknown Designer,,5052
Unknown Designer,,5057
Max Lutzbacher,,5061
Unknown Artist,,5062
M. H,,5065
Maurice Man,,5066
Bruce Angrave,,5074
Chicago School of Design,,5080
J. S. Anderson,,5095
Artko,,5098
Pat Keely,,5117
Art Bevacqua,,5118
Unknown Artist,,5119
Pat Keely,,5120
Cudsen,,5122
Cudsen,,5124
George Morris,,5128
George Morris,,5132
George Morris,,5135
Unknown Artist,,5139
Lynch,,5141
F. Strothmann,,5149
Unknown Artist,,5152
Unknown Artist,,5154
Unknown Artist,,5157
Gil Spear,,5160
Unknown Artist,,5162
Unknown Artist,,5163
Unknown Artist,,5166
Unknown Artist,,5168
Unknown Artist,,5170
Unknown Artist,,5172
Unknown Artist,,5176
Unknown Artist,,5177
Unknown Artist,,5180
Unknown Artist,,5181
Unknown Artist,,5184
Green,,5185
,,5186
Carpenter,,5189
Unknown Artist,,5190
Haskell Coffin,,5194
Unknown Artist,,5199
Hibner,,5202
Unknown Artist,,5206
Ellsworth Young,,5207
Eckersley Lombers,,5212
A. Andreas,,5215
Unknown Artist,,5219
Arribas,,5225
Herry Perry,,5227
Bouillon,,5241
C. H. Johansen,,5243
Unknown Artist,,5247
Boni,,5257
Unknown Artist,,5259
W. G. Sesser,,5261
Boutrou,,5264
Art Goodman,,5267
J. Briones,,5268
Unknown Artist,,5270
Burton Rice,,5272
Cause,,5274
James Valkus,,5275
Unknown Artist,,5279
James Valkus,,5284
Carpenter,,5288
Chambers,,5290
Kukryniksy,,5294
Mikhail Kuprianov,,5294
Carpenter,,5299
C. Tereshkovitch,,5302
Carpenter,,5309
Unknown Artist,,5317
Unknown Artist,,5319
André Des Gachons,,5322
Jose Espert,,5325
Unknown Artist,,5327
André Des Gachons,,5332
Beggarstaffs (James Pryde,,5334
Scottish 1866-1941 & William Nicholson,,5334
British 1872-1949),,5334
Melendreras,,5344
Brumhoff,,5348
Oliver,,5353
Miguel,,5356
,,5358
Juan Parrilla,,5365
Carpenter,,5378
Unkn Graph Art/des - British,,5388
Arsène Herbinier,,5402
Charles Lapierre,,5423
Mourlot,,5428
Paris,,5428
Lebegue,,5430
Lobel,,5444
Alphonse Mucha,,5445
F. Maglin,,5451
Unknown Artist,,5453
Unknown Artist,,5460
Alphonse Mucha,,5465
M. A. Miles,,5469
Milton Wynne,,5470
Alphonse Mucha,,5472
Moline,,5478
Noury,,5480
Rocher,,5506
Natacha Carlu,,5513
Marcel Kunz,,5518
Peter Moser,,5518
Unknown Artist,,5522
