WarNum,WarName,WarType,ccode,StateName,Side,StartYear,EndYear,Initiator,Outcome,WhereFought,BatDeath
535,Lebanon Insurgency,6,,Amir Bashir,2,1840,1840,,2,6,4500
535,Lebanon Insurgency,6,,Egypt,2,1840,1840,,2,6,4500
536,First Colombian,4,,Progressives,2,1840,1842,,2,1,
537,"Second Syrian,Phase 2",5,,Egypt,2,1840,1840,,1,6,27000
538,"First Argentina War,Phase 2",4,,Unitarios,2,1841,1842,,1,1,3300
540,Second Bosnian,5,,Bosnians,2,1841,1841,,1,2,
541,Triangular Revolt,4,,Military,2,1841,1841,,2,1,
542,Karbala Revolt,5,,Karbala,2,1842,1843,,1,6,4600
543,First Maronite-Druze,7,,Druze,2,1845,1845,,2,6,3000
545,"Mayan Caste War,Phase 1",6,,Yucutan,2,1847,1848,,4,1,
546,Second Carlist,4,,Carlists,2,1847,1849,,1,2,10000
547,Second Two Sicilies,4,,Liberals,2,1848,1848,,1,2,
548,First Venezuelan,4,,Paez led Conservatives,2,1848,1849,,1,1,
550,Viennese Revolt,4,,Viennese,2,1848,1848,,1,2,3249
551,Milan Five Day Revolt,5,,Milan,2,1848,1848,,4,2,1030
552,Second French Insurrection,4,,Radicals,2,1848,1848,,1,2,2800
553,"Mayan Caste War,Phase 2",5,,Yucatan Maya,2,1848,1855,,1,1,
554,Hungarian,5,,Hungary,2,1848,1849,,1,2,66000
555,First Chilean,4,,Liberals,2,1851,1851,,1,1,4000
556,First Turco-Montenegrin,5,,Montenegro,2,1852,1853,,2,2,
556,First Turco-Montenegrin,5,,Hercegovina,2,1852,1853,,2,2,
557,First Peru,4,,Liberals,2,1853,1855,,2,1,
558,Puebla War,4,,Puebla,2,1855,1856,,1,1,3600
560,Second Peru,4,,Conservatives,2,1856,1858,,1,1,
561,Mexican Reform,4,,Liberals,2,1858,1861,,4,1,
562,Second Turco-Montenegrin,5,,Montenegrins,2,1858,1859,,2,2,4400
563,Second Venezuelan/Federalist,4,,Liberals,2,1859,1863,,2,1,20000
565,Second Colombian,4,,Liberals,2,1860,1861,,2,1,
566,Second Maronite-Druze,7,,Druze,2,1860,1860,,2,6,9500
567,"Taiping Rebellion,Phase 2",4,,Taipings,2,1860,1866,,1,7,111000
568,Second Nien Revolt,5,,Niens,2,1860,1868,,1,7,
570,Miao Revolt Phase 2,5,,Miaos,2,1860,1872,,1,7,
571,Panthay Rebellion Phase 2,5,,Muslims,2,1860,1872,,1,7,
572,U.S. Civil War,5,,Confederacy,2,1861,1865,,1,1,618000
573,Third Buenos Aires,5,,Buenos Aires,2,1861,1861,,2,1,1000
575,Third Turco-Montenegrin,5,,Montenegro,2,1861,1862,,3,2,
576,Tungan Rebellion,5,,Muslims  in Sinkiang,2,1862,1873,,1,7,
577,Sioux-Minnesota,6,,Settlers,2,1862,1862,,2,1,1068
577,Sioux-Minnesota,6,,militia,2,1862,1862,,2,1,1068
578,Bolivan Perez Rebellion,4,,Gregorio Perez's followers,2,1862,1862,,1,1,
580,Second Polish,5,,Poles,2,1863,1864,,1,2,16500
581,Second Argentina,4,,Montoneros,2,1863,1863,,1,1,
582,Xinjiang Muslim Revolt,5,,Muslims,2,1864,1871,,2,7,
583,First  Cretan,5,,Cretans,2,1866,1867,,1,2,
585,Yellow Cliff Revolt,5,,Zhang Jizhong's followers,2,1866,,,1,7,
586,Third Argentina,4,,Montoneros,2,1866,1867,,1,1,
587,Queretaro,4,,Liberals,2,1867,1867,,2,1,2500
588,Meiji Restoration,4,,Tokugawa,2,1868,1868,,1,7,
590,Third Venezuelan,4,,Conservatives,2,1868,1868,,2,1,
591,Spanish Liberals,4,,Liberals,2,1868,1868,,2,2,
592,Guerre des Cacos,4,,Black peasants,2,1869,1869,,2,1,
593,Fourth Argentina,5,,Entre Rios Province,2,1870,1871,,1,1,
595,Bolivia-Criollos,4,,Crillos,2,1870,1871,,2,1,
596,Paris Commune,4,,Communards,2,1871,1871,,1,2,25879
597,Third Carlist,4,,Carlists,2,1872,1876,,1,2,50000
598,Catonalist Uprising,5,,Rebel cities,2,1874,1875,,1,2,
600,Fifth Argentina,4,,Mitre led Rebels,2,1874,1874,,1,1,
601,"Bosnia,Bulgaria Revolt",5,,Bosnia,2,1875,1876,,4,2,9000
601,"Bosnia,Bulgaria Revolt",5,,Bulgaria,2,1875,1876,,4,2,9000
602,Diaz Revolt,4,,Rebels,2,1876,1876,,2,1,
603,Defeat of Xinjiang Muslims,5,,Muslims,2,1876,1877,,1,7,
605,Third Colombian,4,,Conservatives,2,1876,1877,,1,1,3870
607,Satsuma Rebellion,5,,Satsumas,2,1877,1877,,1,7,17000
608,Argentine Indians,5,,Indians,2,1879,1880,,1,1,1700
610,Fourth Buenos Aires,5,,Buenos Aires,2,1880,1880,,1,1,1200
611,Haitian Civil War,4,,Liberals,2,1883,1884,,1,1,8100
612,Fourth Colombian,4,,Liberals,2,1884,1885,,1,1,1000
613,Peru's National Problem,5,,Indians,2,1885,1885,,1,1,2200
616,First Yemen Rebellion,5,,Zaidi Imam,2,1890,1892,,1,6,
617,Second Chilean,4,,Congressists,2,1891,1891,,2,1,1700
618,Zaili-Jinden Revolt,5,,Zaili,2,1891,1891,,1,7,10500
618,Zaili-Jinden Revolt,5,,Jindan Sects,2,1891,1891,,1,7,10500
620,Brazil Federalists,5,,Rio Grande do Sul,2,1893,1894,,1,1,
621,Brazil Naval,4,,Naval Royalists,2,1893,1894,,1,1,
623,Tonghak Rebellion,4,,Tonghak Society,2,1894,1894,,1,7,
625,Third Peru,4,,Liberals,2,1894,1895,,2,1,
626,Fifth Colombian,4,,Liberals,2,1895,1895,,1,1,1200
627,Ecuador Liberals,4,,liberal caudillos,2,1895,1895,,2,1,1000
628,First Gansu Muslim,5,,Gansu Muslims,2,1895,1896,,1,7,
630,Druze-Turkish,5,,Druze,2,1895,1896,,1,6,
631,Second Cretan,5,,Cretan Muslims,2,1896,1897,,4,2,
632,Third Brazil-Canudos,5,,Canudos,2,1896,1897,,1,1,5200
633,Fourth Venezuelan,4,,Castro Led Rebels,2,1899,1899,,2,1,2100
635,Second Yaqui War,5,,Yaqui Indians,2,1899,1900,,1,1,1600
636,Sixth Colombian (War of the 1000 Days),4,,Liberals,2,1899,1902,,1,1,100000
638,Fifth Venezuelan,4,,Matos Led Rebels,2,1901,1903,,1,1,4000
640,Ilinden,5,,IMRO Rebels,2,1903,1903,,1,2,6330
641,First Uruguay,4,,Blancos,2,1904,1904,,1,1,
642,Second Yemen Rebellion,5,,Imam Yahya's forces,2,1904,1906,,6,6,
643,Bloody Sunday,4,,Workers,2,1905,1906,,1,2,
643,Bloody Sunday,4,,Peasants,2,1905,1906,,1,2,
645,Romanian Peasant Revolt,4,,Peasants,2,1907,1907,,1,2,
646,Overthrow of Abd el-Aziz,4,,Mulai el-Hafid,2,1907,1908,,2,6,1200
647,Iranian Constitution War,4,,Constitutionalists,2,1908,1909,,2,6,
648,Young Turks Counter-coup,4,,Anti-government troops,2,1909,1909,,1,6,
650,Second Albanian Revolt,5,,Albania,2,1910,1912,,4,2,
651,Asir-Yemen Revolt,5,,Yemen,2,1910,1911,,6,6,9000
651,Asir-Yemen Revolt,5,,Asir Imam Ibn Idris,2,1910,1911,,6,6,9000
651,Asir-Yemen Revolt,5,,Sayyid Muhammad,2,1910,1911,,6,6,9000
652,Third Mexican,4,,Liberals,2,1910,1914,,2,1,93750
652,Third Mexican,4,,Radicals,2,1910,1914,,2,1,93750
656,Paraguay,4,,Radicals,2,1911,1912,,2,1,5000
657,First Nationalist,4,,Nat. Rel. Alliance,2,1911,1911,,2,7,1000
658,Cuban Black Uprising,5,,Patri do Indepentente,2,1912,1912,,1,1,1050
670,Ecuadorian Civil War,5,,Esmeraldas province,2,1912,1914,,1,1,
671,Second Nationalist,4,,Republicans,2,1913,1913,,1,7,
672,China Pai Ling (White Wolf),5,,Pai-Lings,2,1914,1914,,1,7,
673,Fourth Mexican,4,,Conventionists,2,1914,1920,,1,1,31250
675,Southern China Revolt,5,,Yunnan Rebels,2,1916,1918,,1,7,
676,Russia-Turkestan,5,,Kirghiz,2,1916,1917,,1,2,1350
676,Russia-Turkestan,5,,Kazaks,2,1916,1917,,1,2,1350
677,Russian Civil War,4,375,Finland,2,1919,1919,,1,2,
677,Russian Civil War,4,740,Japan,2,1918,1920,,1,2,
677,Russian Civil War,4,,Anti-Bolsheviks,2,1917,1921,,1,2,800000
677,Russian Civil War,4,200,United Kingdom,2,1918,1920,,1,2,
677,Russian Civil War,4,2,United States of America,2,1918,1920,,1,2,
677,Russian Civil War,4,220,France,2,1918,1919,,1,2,
680,Finnish Civil War,4,365,USSR,2,1918,1918,,1,2,
680,Finnish Civil War,4,,Red Guard,2,1918,1918,,1,2,13800
681,Western Ukrainian,6,,Ukrainians,2,1918,1919,,4,2,
682,Sparticist Rising,7,,German Freikorps,2,1919,,,2,2,2170
683,Hungary's Red Terror,4,,Anti-Communists,2,1919,1920,,2,2,1500
685,First Chinese Warlord,7,,Chihli,2,1920,1920,,2,7,
685,First Chinese Warlord,7,,Fengtien,2,1920,1920,,2,7,
686,Green Rebellion,5,,Peasants in Ta,2,1920,1921,,1,2,6700
687,Gilan Marxists,4,365,USSR,2,1920,1921,,1,6,
687,Gilan Marxists,4,,SSRI,2,1920,1921,,1,6,
688,Italian Fascist,7,,Leftists,2,1920,1922,,1,2,3300
690,Kronstadt Rebellion,5,,Sailors,2,1921,1921,,1,2,2600
691,Bashmachi in Turkestan,5,,Basmachi,2,1921,1923,,1,2,3500
691,Bashmachi in Turkestan,5,,Enver Pasha,2,1921,1923,,1,2,3500
692,Second Chinese Warlord,7,,Fengtien army,2,1922,1922,,1,7,
693,Agrarian Rising,4,,Agrarian League,2,1923,1923,,1,2,
695,De La Huerta Rebellion,4,,Huerta Led Rebels,2,1923,1924,,1,1,
696,Honduran Conservative,4,,Conservatives,2,1924,1924,,2,1,
697,First Afghan Anti-Reform,4,,Khost rebels,2,1924,1925,,1,7,
698,Third Chinese Warlord,6,,Chang Tso-lin army,2,1925,1926,,2,7,
700,Chinese Northern Expedition,4,,Guomindang,2,1926,1928,,2,7,126000
700,Chinese Northern Expedition,4,740,Japan,2,1927,1928,,2,7,
701,Cristeros Revolt,4,,Cristeros,2,1926,1929,,3,1,10000
702,Ethiopian Northern Resistance,5,,Northern Resistance,2,1928,1930,,1,6,
703,Second Gansu Muslim,5,,Gansu Muslims,2,1928,1930,,1,7,
705,Second Afghan Anti-Reform,4,,Habibullah,2,1928,1929,,1,7,15000
706,Intra-Guomindang,4,,War Lords,2,1929,1930,,1,7,
707,Escobar Rebellion,4,,Escobar Led Rebels,2,1929,1929,,1,1,2000
708,Ikhwan Revolt,4,,Ikhwan,2,1929,1930,,1,6,5500
710,"Chinese Civil War,Phase 1",4,,Communists,2,1930,1936,,6,7,500000
711,Xinjiang Muslim Revolt,5,,Central Asian Rebels,2,1931,1934,,1,7,20000
712,Matanza,4,,Leftists,2,1932,1932,,1,1,2600
713,Aprista Revolt,4,,Aprista Rebels,2,1932,1932,,1,1,1100
715,Paulista Rebellion,4,,Paolistas,2,1932,1932,,1,1,
716,Fukien Revolt,4,,19th Route Army,2,1934,1934,,1,7,
717,Spanish Miners,5,,Asturian Miners,2,1934,1934,,1,2,1335
718,Spanish Civil War,4,,Falange,2,1936,1939,,2,2,460000
718,Spanish Civil War,4,235,Portugal,2,1936,1939,,2,2,
718,Spanish Civil War,4,255,Germany,2,1936,1939,,2,2,
718,Spanish Civil War,4,325,Italy,2,1936,1939,,2,2,
720,Greek Civil War,4,,Communists,2,1944,1945,,1,2,67970
721,Polish Ukrainians,5,,UPA,2,1945,1947,,1,2,19700
722,Ukrainian Partisans,5,,UPA,2,1945,1947,,1,2,
723,Forest Brethren,5,,Baltic Guerillas,2,1945,1951,,1,2,32400
725,"Chinese Civil War,Phase 2",4,,Communists,2,1946,1950,,2,7,1200000
726,Taiwan Revolt,5,,Taiwanese,2,1947,1947,,1,7,1250
727,Paraguay,4,,Leftists,2,1947,1947,,1,1,
728,Yemeni Imamate,4,,Anti-Imam Coalition,2,1948,1948,,1,6,
730,Costa Rica,4,,National Union Party,2,1948,1948,,2,1,2000
732,First Burmese,5,,Karens,2,1948,1951,,1,7,
732,First Burmese,5,,Communists,2,1948,1951,,1,7,
733,South Moluccas,5,,Moluccans,2,1950,1950,,1,7,
735,Hukbalahap Rebellion,4,,Huks,2,1950,1954,,1,7,11300
737,Bolivia,4,,Leftists,2,1952,1952,,2,1,
738,Indonesia Darul Islam,4,,Darul Islam,2,1953,1953,,1,7,2700
740,Argentine Military,4,,Military,2,1955,1955,,2,1,
741,Tibetan Khamba Rebellion,5,,Khamba Tibetans,2,1956,1959,,1,7,16000
742,Indonesian Leftists,4,,Leftists,2,1956,1962,,1,7,27200
743,First Lebanese,4,,National Front,2,1958,1958,,1,6,
745,Cuban Revolution,4,,Castroites,2,1958,1959,,2,1,3000
746,Second Burmese,4,,Karens,2,1958,1960,,7,7,3150
746,Second Burmese,4,,Communists,2,1958,1960,,7,7,3150
747,Iraq-Shammar,4,,Shammar Tribe,2,1959,1959,,1,6,
747,Iraq-Shammar,4,,Pro-WesternOfficers,2,1959,1959,,1,6,
748,Vietnam Phase 1,4,,NLF,2,1960,1965,,4,7,100200
748,Vietnam Phase 1,4,,NLF,2,1960,1965,,4,7,100200
750,First DRC (Zaire),5,211,Belgium,2,1960,1960,,1,4,
750,First DRC (Zaire),5,,Katanga,2,1960,1963,,1,4,
750,First DRC (Zaire),5,,Leftists,2,1960,1963,,1,4,
751,First Laotian,4,816,Vietnam,2,1961,1962,,3,7,
751,First Laotian,4,816,Democratic Rep.,2,1961,1962,,3,7,
751,First Laotian,4,,Pathet Lao,2,1960,1962,,3,7,5000
752,First Iraqi Kurd,5,,Kurds,2,1961,1963,,6,6,2500
753,Algerian Revolutionaries,4,,ALN,2,1962,1963,,2,6,1500
755,North Yemen,4,,Royalists,2,1962,1969,,1,6,
756,Second Laotian Phase 1,4,,Pathet Lao,2,1963,1968,,4,7,18500
756,Second Laotian Phase 1,4,816,Vietnam,2,1963,1968,,4,7,
756,Second Laotian Phase 1,4,816,Democratic Rep.,2,1963,1968,,4,7,
757,First Ogaden,5,520,Somalia,2,1963,1964,,1,4,
757,First Ogaden,5,,Ogaden,2,1963,1964,,1,4,
758,First South Sudan,5,,Anya Nya,2,1963,1972,,3,6,
760,Second DRC (Jeunesse),5,,Juenesse warriors,2,1963,1965,,1,4,
761,First Rwanda,4,,Watusi,2,1963,1964,,1,4,1000
762,Third DRC (Simba) Rebellion,4,,Gbenye followers,2,1964,1965,,1,4,4250
763,Zanzibar Arab-African,4,,Africans,2,1964,1964,,2,4,
765,Second Iraqi Kurds,5,,Kurds,2,1965,1966,,3,6,3000
766,Dominican Republic,4,,Leftists,2,1965,1965,,7,1,2491
767,First West Papua,5,,OPM,2,1965,1969,,6,7,
767,First West Papua,5,,West Papua,2,1965,1969,,6,7,
768,First Uganda,5,,Buganda Tribe,2,1966,1966,,1,4,
770,First Guatemala,4,,Leftists,2,1966,1968,,1,1,1000
771,First Chad (FROLINAT) Rebellion,5,,Frolinat Rebels,2,1966,1971,,1,4,3500
772,Cultural Revolution Phase 1,6,,Regional military,2,1967,1967,,4,7,
773,Third Burmese,5,,Karens,2,1967,1980,,7,7,29200
773,Third Burmese,5,,Communists,2,1967,1980,,7,7,29200
775,Biafra,5,,Biafrans,2,1967,1970,,1,4,
776,Cultural Revolution Phase 2,4,,Red Guard,2,1967,1968,,1,7,
777,Third Iraqi Kurds,5,,Kurds,2,1969,1970,,3,6,4000
778,Naxalite Rebellion,5,,Naxalite Marxists,2,1970,1971,,1,7,2100
780,Black September,4,652,Syria,2,1970,1970,,1,6,
780,Black September,4,,Palestinians,2,1970,1970,,1,6,3440
781,Second Guatemala,4,,Leftists,2,1970,1971,,1,1,1000
782,Pakistan-Bengal,5,,Bengalis,2,1971,1971,,4,7,
783,First Sri Lanka-JVP,4,,Janatha Vimukthi- JVP,2,1971,1971,,1,7,4053
785,Khmer Rouge,4,,Khmer Rouge,2,1971,1975,,2,7,85000
786,First Philippine-Moro,5,,MNLF Moros,2,1972,1981,,1,7,30000
787,Communist Insurgency,4,,Communists,2,1972,1973,,6,7,2200
788,Eritrean Split,7,,EPLF,2,1972,1974,,6,4,
789,First Burundi,4,,Hutu,2,1972,1972,,1,4,2000
790,Philippines-NPA,4,,NPA,2,1972,1992,,6,7,31000
791,Rhodesia,4,,Patriotic Front,2,1972,1979,,2,4,11000
792,Baluchi Separatists,5,,Baluchi Rebels,2,1973,1977,,1,7,8600
793,Chilean Coup of 1973,4,,Pinochet led military,2,1973,1973,,2,1,3400
795,Dhofar Rebellion Phase 2,5,,PFLOAG,2,1973,1975,,1,6,2870
797,Fourth Iraqi Kurds,5,630,Iran,2,1974,1975,,1,6,
797,Fourth Iraqi Kurds,5,,Kurds,2,1974,1975,,1,6,20000
798,Eritrean War,5,,Eritrean Peo. Lib.,2,1975,1978,,1,4,12500
800,Argentine Leftists,4,,Montoneros,2,1975,1977,,1,1,2850
800,Argentine Leftists,4,,ERP,2,1975,1977,,1,1,2850
801,Second Lebanese,7,,Lebanese National Movement,2,1975,1976,,3,6,
802,Second West Papua,5,,OPR,2,1976,1978,,6,7,2100
802,Second West Papua,5,,West Papua,2,1976,1978,,6,7,2100
803,Third Laotian,5,,Hmong,2,1976,1979,,1,7,6000
804,Angolan Control,4,,UNITA,2,1976,1991,,3,4,
804,Angolan Control,4,560,South Africa,2,1976,1989,,3,4,
805,Second Ogaden Phase 1,5,520,Somalia,2,1976,1977,,4,4,
805,Second Ogaden Phase 1,5,,WSLF,2,1976,1977,,4,4,29000
806,East Timorese War Phase 3,5,,Fretilin,2,1976,1979,,1,7,
807,Third Lebanese,7,,PLO,2,1978,1978,,6,6,2300
807,Third Lebanese,7,,Shiite militia,2,1978,1978,,6,6,2300
807,Third Lebanese,7,652,Syria,2,1978,1978,,6,6,
808,Second Ogaden Phase 3,5,,Ogaden,2,1978,1980,,1,4,22000
808,Second Ogaden Phase 3,5,,WSLF,2,1978,1980,,1,4,22000
808,Second Ogaden Phase 3,5,520,Somalia,2,1980,1980,,1,4,
809,Third Guatemala,4,,The Democratic Front Against Repression,2,1978,1984,,1,1,6000
810,Saur Revolution,4,,Leftist Military,2,1978,1978,,2,7,3000
811,Fourth DRC (Shaba),4,,FNLC,2,1978,1978,,1,4,1000
812,First Afghan Mujahideen Uprising,4,,Mujahideen,2,1978,1980,,4,7,33000
813,Overthrow of the Shah,4,,Anti-Shah Coalition,2,1978,1979,,2,6,1100
815,Sandinista Rebellion,4,,Sandinistas,2,1978,1979,,2,1,4000
816,Anti-Khomeini Coalition,4,,Anti-Khmoneini Coalition: Fedayeen Kalq,2,1979,1984,,1,6,
816,Anti-Khomeini Coalition,4,,Kurds,2,1979,1984,,1,6,
817,El Salvador,4,,Salvadorean Democratic Front,2,1979,1992,,3,1,
818,Mozambique,4,,Renamo,2,1979,1992,,1,4,
820,Second Chad (Habre Revolt),5,220,France,2,1983,1984,,2,4,
820,Second Chad (Habre Revolt),5,,FAN,2,1980,1984,,2,4,5000
822,Second Uganda,5,,National Resistance Army,2,1980,1986,,2,4,46000
823,Nigeria-Muslim,5,,Muslim fundamentalists,2,1980,1981,,1,4,1050
825,Hama,4,,Muslim Brotherhood,2,1981,1982,,1,6,3000
826,Tigrean and Eritrean,5,,Tigray,2,1982,1991,,2,4,75000
826,Tigrean and Eritrean,5,,Eritrea,2,1982,1991,,2,4,75000
827,Shining Path,4,,Shining Path,2,1982,1992,,1,1,16000
827,Shining Path,4,,TARM,2,1982,1992,,1,1,16000
828,Contra War,4,,Contras,2,1982,1990,,6,1,32200
831,Matabeleland,4,,ZAPU,2,1983,1987,,1,4,
832,Fourth Burmese,5,,Karen,2,1983,1988,,1,7,4000
832,Fourth Burmese,5,,Kachin Rebels,2,1983,1988,,1,7,4000
833,Fourth Lebanese Civil,4,,Shi'ites,2,1983,1984,,2,6,
833,Fourth Lebanese Civil,4,,Druze,2,1983,1984,,2,6,
835,First Sri Lanka Tamil,5,,Tamils,2,1983,2002,,3,7,25500
836,Second South Sudan,4,,SPLA-Garang faction,2,1983,1991,,3,6,
837,Indian Golden Temple,5,,Sikhs,2,1984,1984,,6,7,
838,First Turkish Kurds,5,,Kurds,2,1984,1986,,7,6,10500
838,First Turkish Kurds,5,,PKK,2,1984,1986,,7,6,10500
840,Fifth Iraqi  Kurds,5,630,Iran,2,1985,1988,,1,6,
840,Fifth Iraqi  Kurds,5,,Kurds,2,1985,1988,,1,6,
842,South Yemen,4,,Leftist Factions,2,1986,1986,,2,6,13000
843,Holy Spirit Movement,4,,HSMF,2,1986,1987,,1,4,7000
845,Second Sri Lanka-JVP,4,,JVP,2,1987,1989,,1,7,
846,Inkatha-ANC,7,,ANC,2,1987,1994,,6,4,
847,Fifth Burmese,4,,Pro-democracy,2,1988,1988,,1,7,
848,First Somalia,4,,rebel clans,2,1988,1991,,2,4,
850,Fifth Lebanese,4,652,Syria,2,1989,1990,,2,6,
850,Fifth Lebanese,4,,militias,2,1989,1990,,2,6,
851,Second Afghan Mujahideen Uprising,4,,Mujahadin,2,1989,2001,,4,7,
852,Third Chad (Deby Coup),4,,Deby's MPS,2,1989,1990,,2,4,3800
853,First Aceh,5,,GAM,2,1989,1991,,1,7,
854,Bougainville Secession,5,,BRA,2,1989,1992,,7,7,
856,Eighth Colombia,5,,FARC,2,1989,,,5,1,28161
856,Eighth Colombia,5,,Drug Lords,2,1989,,,5,1,28161
857,First Cambodian Civil War,4,,Khmer Rouge,2,1989,1991,,3,7,
857,First Cambodian Civil War,4,,KPNFL,2,1989,1991,,3,7,
858,Romania,4,,Anti-Ceaucescu Rebels,2,1989,1989,,2,2,1000
860,First Liberia,4,,NPFL,2,1989,1990,,7,4,
861,Kashmir Insurgents,5,,Kashmiri Guerillas,2,1990,2005,,7,7,27700
862,Shiite and Kurdish,5,,Shiites,2,1991,1991,,1,6,
862,Shiite and Kurdish,5,,Kurds,2,1991,1991,,1,6,
863,First Sierra Leone,4,,RUF,2,1991,1996,,1,4,
864,Croatian Independence,5,,Croatia,2,1991,1992,,2,2,
864,Croatian Independence,5,,Croatia,2,1991,1992,,2,2,
865,Second Turkish Kurds,5,,Kurds,2,1991,1999,,6,6,16500
865,Second Turkish Kurds,5,,PKK,2,1991,1999,,6,6,16500
866,The SPLA Division (Dinka-Nuer) War,7,,Nuer faction,2,1991,1992,,7,4,
868,Jukun-Tiv War,7,,Tiv,2,1991,1992,,6,4,
870,Second Somalia,4,,Aideed Faction,2,1991,1997,,3,4,
871,Georgia,4,,Reform,2,1991,1992,,2,2,
872,Nagorno-Karabakh,5,371,Armenia,2,1991,1993,,4,2,
872,Nagorno-Karabakh,5,,Nagorno-Karabakh,2,1991,1993,,4,2,10000
873,Dniestrian Independence,5,,Dniestria,2,1991,1992,,3,2,
875,Algerian Islamic Front,4,,Islamic Front,2,1992,1999,,3,6,
876,Tajikistan,4,,United Tajik Opposition,2,1992,1997,,3,7,
877,Bosnian-Serb Rebellion,5,,Bosnian Serbs,2,1992,1994,,1,2,46043
877,Bosnian-Serb Rebellion,5,344,Croatia,2,1994,1994,,1,2,
878,Second Liberia,4,,NPFL,2,1992,1995,,3,4,
878,Second Liberia,4,,ULIMO,2,1992,1995,,3,4,
880,Angolan War of the Cities,4,,UNITA,2,1992,1994,,3,4,
881,Second Cambodia Civil,4,,Khmer Rouge,2,1993,1997,,1,7,
882,Abkhazia Revolt,5,,Abkhazia,2,1993,1994,,2,2,8000
883,Second Burundi,4,,Tutsi army,2,1993,1998,,7,4,
885,South Yemeni Secessionist,5,,South Yemen,2,1994,1994,,1,6,
886,Second Rwanda,4,,Patriotic Front,2,1994,1994,,2,4,
888,First Chechnya,5,,Chechnya,2,1994,1996,,2,2,10000
890,Iraqi Kurd Internecine,7,,KDP,2,1994,1995,,6,6,
891,Croatia-Krajina War,5,,Krajinia Serbs,2,1995,1995,,1,2,
892,Third Liberia,4,,NPFL,2,1996,1996,,3,4,
893,Sixth Iraqi Kurds,5,,PUK,2,1996,1996,,6,6,
895,Fifth DRC,4,500,Uganda,2,1997,1997,,2,4,
895,Fifth DRC,4,517,Rwanda,2,1997,1997,,2,4,
895,Fifth DRC,4,540,Angola,2,1997,1997,,2,4,
895,Fifth DRC,4,,ADFL,2,1996,1997,,2,4,
896,Third Rwanda,4,,Hutu rebels,2,1997,1998,,1,4,3300
897,First Congo (Brazzaville),4,540,Angola,2,1997,1997,,2,4,
897,First Congo (Brazzaville),4,,FDU,2,1997,1997,,2,4,
898,Second Sierra Leone,4,,Kabbah faction,2,1998,1999,,2,4,
898,Second Sierra Leone,4,452,Ghana,2,1998,1999,,2,4,
898,Second Sierra Leone,4,475,Nigeria,2,1998,1999,,2,4,
898,Second Sierra Leone,4,438,Guinea,2,1998,1999,,2,4,
898,Second Sierra Leone,4,200,United Kingdom,2,2000,2000,,2,4,
900,Kosovo Independence,5,,KLA,2,1998,1999,,4,2,1200
902,Guinea-Bissau Military,4,,ManJunta,2,1998,1999,,2,4,
