Title,Year,Medium,Width,Height,Depth,CreditLine,Classification,Department,YearAcquired,CuratorApproved,ObjectID
Bather with Beach Ball,Bois,Oil on canvas,146.2,114.6,null,Partial gift of an anonymous donor and promised gift of Jo Carole and Ronald S. Lauder,Painting,Painting & Sculpture,1980,Y,80262
The Architect's Table,|  e,Oil on canvas mounted on panel,72.6,59.7,null,The William S. Paley Collection,Painting,Painting & Sculpture,1971,Y,80280
La Japonaise: Woman beside the Water,Coll,Oil and pencil on canvas,35.2,28.2,null,Purchase and anonymous gift,Painting,Painting & Sculpture,1983,Y,80294
Lemons and Bottle of Dutch Gin,earl,Oil on canvas,31.2,29.3,null,Gift of Mr. and Mrs. Warren Brandt,Painting,Painting & Sculpture,1977,Y,80314
Hirondelle Amour,Barc,Oil on canvas,199.3,247.6,null,Gift of Nelson A. Rockefeller,Painting,Painting & Sculpture,1977,Y,80315
Street Scene,New,Oil on canvas,99.4,81.3,null,Gift of Morton G. Neumann,Painting,Painting & Sculpture,1977,Y,80317
Still Life with Aubergines,Coll,Oil on canvas,116.2,89.2,null,Louise Reinhardt Smith Bequest,Painting,Painting & Sculpture,1995,Y,80350
The Channel at Gravelines |  Evening |  Marine avec des ancres,summ,Oil on canvas,65.4,81.9,null,Gift of Mr. and Mrs. William A. M. Burden,Painting,Painting & Sculpture,1963,Y,80354
Bather,wint,Oil on canvas,129.8,96.8,null,Louise Reinhardt Smith Bequest,Painting,Painting & Sculpture,1995,Y,80357
Woman Dressing Her Hair,Roya,Oil on canvas,130.1,97.1,null,Louise Reinhardt Smith Bequest,Painting,Painting & Sculpture,1995,Y,80360
Reservist of the First Division,fall,Oil on canvas with collage of printed paper |  postage stamp |  and thermometer,53.7,44.8,null,1935 Acquisition confirmed in 1999 by agreement with the Estate of Kazimir Malevich and made possible with funds from the Mrs. John Hay Whitney Bequest (by exchange),Painting,Painting & Sculpture,1935,Y,80380
Portrait of Enric Cristòfol Ricart,or,Oil and pasted paper on canvas,81.6,65.7,null,Florene May Schoenborn Bequest,Painting,Painting & Sculpture,1996,Y,80389
Woman Plaiting Her Hair,Pari,Oil on canvas,127,90.8,null,Florene May Schoenborn Bequest,Painting,Painting & Sculpture,1996,Y,80393
Woman with Pears,Hort,Oil on canvas,92.1,70.8,null,Florene May Schoenborn Bequest,Painting,Painting & Sculpture,1996,Y,80394
The Song of Love,Pari,Oil on canvas,73,59.1,null,Nelson A. Rockefeller Bequest,Painting,Painting & Sculpture,1979,Y,80419
Girl with a Mandolin (Fanny Tellier),Pari,Oil on canvas,100.3,73.6,null,Nelson A. Rockefeller Bequest,Painting,Painting & Sculpture,1979,Y,80430
Interior with a Girl Drawing,Pari,Oil on canvas,130,195,null,Nelson A. Rockefeller Bequest,Painting,Painting & Sculpture,1979,Y,80432
Still Life: Job,Pari,Oil and sand on canvas,43.2,34.9,null,Nelson A. Rockefeller Bequest,Painting,Painting & Sculpture,1979,Y,80434
Student with a Pipe,|  a,Oil |  gouache |  cut-and-pasted paper |  gesso |  sand |  and charcoal on canvas,73,58.7,null,Nelson A. Rockefeller Bequest,Painting,Painting & Sculpture,1979,Y,80436
Gare Montparnasse (The Melancholy of Departure),|  e,Oil on canvas,140,184.5,null,Gift of James Thrall Soby,Painting,Painting & Sculpture,1970,Y,80538
Great Metaphysical Interior,Ferr,Oil on canvas,95.9,70.5,null,Gift of James Thrall Soby,Painting,Painting & Sculpture,1970,Y,80539
Composition II |  Indigo Violet Derived from Equilateral Triangle,Ment,Oil on canvas mounted on cardboard,33,37.5,null,The Riklis Collection of McCrory Corporation,Painting,Painting & Sculpture,1985,Y,80540
Relation of Lines and Colors,Pari,Oil on composition board,72.6,53.3,null,The Riklis Collection of McCrory Corporation,Painting,Painting & Sculpture,1985,Y,80541
Still Life with Old Shoe,Pari,Oil on canvas,81.3,116.8,null,Gift of James Thrall Soby,Painting,Painting & Sculpture,1970,Y,80555
The Enigma of a Day,|  e,Oil on canvas,185.5,139.7,null,James Thrall Soby Bequest,Painting,Painting & Sculpture,1979,Y,80587
The Duo,Pari,Oil on canvas,81.9,59,null,James Thrall Soby Bequest,Painting,Painting & Sculpture,1979,Y,80588
The Seer,Pari,Oil on canvas,89.6,70.1,null,James Thrall Soby Bequest,Painting,Painting & Sculpture,1979,Y,80589
The Amusements of a Young Girl,late,Oil on canvas,47.5,40.3,null,James Thrall Soby Bequest,Painting,Painting & Sculpture,1979,Y,80590
Portrait of Mistress Mills in 1750,Pari,Oil on canvas,116.7,89.6,null,James Thrall Soby Bequest,Painting,Painting & Sculpture,1979,Y,80603
Self-Portrait I,Pari,Pencil |  crayon and oil on canvas,146.1,97.2,null,James Thrall Soby Bequest,Painting,Painting & Sculpture,1979,Y,80604
Nude Seated on a Rock,Font,Oil on wood,15.8,11.1,null,James Thrall Soby Bequest,Painting,Painting & Sculpture,1979,Y,80609
The Sigh,Pari,Oil and charcoal on canvas,60.3,50.2,null,James Thrall Soby Bequest,Painting,Painting & Sculpture,1979,Y,80611
New England Elegy 2,Sept,Synthetic polymer paint on canvas,208.3,351.1,null,Gift of S. I. Newhouse |  Jr.,Painting,Painting & Sculpture,1968,Y,80635
Lines in Four Directions Superimposed |  Covering the Entire Surface of the Wall,conc,Graphite on wall,null,null,null,Anonymous fund in honor of Mr. and Mrs. Alfred H. Barr |  Jr.,Installation,Painting & Sculpture,1974,Y,80641
Comic Wedlock,June,Oil on canvas,196.5,200,null,Eugene and Agnes E. Meyer Collection |  given by their family,Painting,Painting & Sculpture,1975,Y,80656
This Has to Do with Me,June,Oil on canvas,199.8,199.2,null,Eugene and Agnes E. Meyer Collection |  given by their family,Painting,Painting & Sculpture,1975,Y,80657
The Spring,June,Oil on canvas,249.6,249.3,null,Eugene and Agnes E. Meyer Collection |  given by their family,Painting,Painting & Sculpture,1975,Y,80658
Dances at the Spring,June,Oil on canvas,251.8,248.9,null,Gift of the Eugene and Agnes E. Meyer Collection |  given by their family,Painting,Painting & Sculpture,1975,Y,80659
Landscape,La R,Oil on canvas,100.8,81.3,null,Gift of Mr. and Mrs. David Rockefeller,Painting,Painting & Sculpture,1975,Y,80660
Even the Centipede,Kama,Unglazed Kasama red stoneware |  wood pole |  and hemp cord,420.6,46,null,A. Conger Goodyear Fund,Sculpture,Painting & Sculpture,1955,Y,80737
Mlle Pogany,n I,Bronze with black patina 17 1/4 x 8 1/2 x 12 1/2 (43.8 x 21.5 x 31.7 cm) |  on limestone base 5 3/4 x 6 1/8 x 7 3/8 (14.6 x 15.6 x 18.7 cm),null,null,null,Acquired through the Lillie P. Bliss Bequest,Sculpture,Painting & Sculpture,1953,Y,80744
The Back (I),Pari,Bronze,188.9,113,16.5,Mrs. Simon Guggenheim Fund,Sculpture,Painting & Sculpture,1952,Y,80762
Freedom Now |  Number 1,Augu,Pitch on canvas with Freedom Now button |  broken doll |  hacksaw |  mousetrap |  flexible tube |  and wood,136.6,140.5,18.9,Given anonymously,Painting,Painting & Sculpture,1965,Y,80764
The Back (III),es-M,Bronze,189.2,112.4,15.2,Mrs. Simon Guggenheim Fund,Sculpture,Painting & Sculpture,1952,Y,80772
The Back (IV),e |,Bronze,188,112.4,15.2,Mrs. Simon Guggenheim Fund,Sculpture,Painting & Sculpture,1952,Y,80778
Jeannette (I),Issy,Bronze,33,22.8,25.5,Acquired through the Lillie P. Bliss Bequest,Sculpture,Painting & Sculpture,1951,Y,80785
Object,Mont,Oil on wood |  nails |  string |  bone |  and chickpea,40,29.7,22,Gift of Mr. and Mrs. Harold X. Weinstein,Sculpture,Painting & Sculpture,1961,Y,80789
Jeannette (III),Issy,Bronze,60.3,26,28,Acquired through the Lillie P. Bliss Bequest,Sculpture,Painting & Sculpture,1952,Y,80791
Jeannette (IV),Issy,Bronze,61.3,27.4,28.7,Acquired through the Lillie P. Bliss Bequest,Sculpture,Painting & Sculpture,1952,Y,80798
Jeannette (V),Issy,Bronze,58.1,21.3,27.1,Acquired through the Lillie P. Bliss Bequest,Sculpture,Painting & Sculpture,1952,Y,80801
Big Boy,Kama,Unglazed Karatsu red stoneware and wood,26.5,17.4,11.4,A. Conger Goodyear Fund,Sculpture,Painting & Sculpture,1955,Y,80843
Project for a Monument to Guillaume Apollinaire,enla,Painted steel,198.1,74.8,159.8,Gift of the artist,Sculpture,Painting & Sculpture,1979,Y,80899
Guitar,Pari,Ferrous sheet metal and wire,77.5,35,19.3,Gift of the artist,Sculpture,Painting & Sculpture,1971,Y,80934
Shorepoints |  III,af,Stainless steel on painted wood base,20,81.5,95.7,Given anonymously in memory of William C. Seitz,Sculpture,Painting & Sculpture,1982,N,80956
Object,Pari,Fur-covered cup |  saucer |  and spoon,null,null,null,Purchase,Sculpture,Painting & Sculpture,1946,Y,80997
Fresh Widow,New,Miniature French window |  painted wood frame |  and panes of glass covered with black leather,77.5,44.8,null,Katherine S. Dreier Bequest,Sculpture,Painting & Sculpture,1953,Y,81028
Monument,New,Cor-Ten steel,395.3,149.2,319.3,Gift of the artist,Sculpture,Painting & Sculpture,1973,Y,81031
Tiari,Nice,Bronze,20.3,14.4,18.9,A. Conger Goodyear Fund,Sculpture,Painting & Sculpture,1955,Y,81037
Wedge of Chastity,New,Plaster in two sections |  partly painted,6.9,10,6.1,Gift of Mr. and Mrs. Solomon Ethe,Sculpture,Painting & Sculpture,1962,Y,81038
The Mediterranean,2-05,Bronze,104.1,114.3,75.6,Gift of Stephen C. Clark,Sculpture,Painting & Sculpture,1953,Y,81068
Baboon and Young,Vall,Bronze,53.3,33.3,52.7,Mrs. Simon Guggenheim Fund,Sculpture,Painting & Sculpture,1956,Y,81119
Seated Figure |  Right Hand on Ground,Pari,Bronze,19,13.7,11.3,Abby Aldrich Rockefeller Fund,Sculpture,Painting & Sculpture,1952,Y,81123
Head of a Woman,Bois,Plaster,133.4,65,71.1,Gift of Jacqueline Picasso in honor of the Museum's continuous commitment to Pablo Picasso's art,Sculpture,Painting & Sculpture,1982,Y,81148
The Back (II),es-M,Bronze,188.5,121,15.2,Mrs. Simon Guggenheim Fund,Sculpture,Painting & Sculpture,1956,Y,81190
Relief Construction,Mont,Oil on wood |  nails |  staples |  and metal on wood panel,91.1,70.2,16.2,Purchase,Sculpture,Painting & Sculpture,1937,Y,81232
Head of a Warrior,Bois,Plaster |  metal |  and wood,120.7,24.9,68.8,Gift of Jacqueline Picasso in honor of the Museum's continuous commitment to Pablo Picasso's art,Sculpture,Painting & Sculpture,1984,Y,81260
Goat Skull and Bottle,Vall,Painted bronze,78.8,95.3,54.5,Mrs. Simon Guggenheim Fund,Sculpture,Painting & Sculpture,1956,Y,81268
Head of a Woman,Vall,Bronze,53.6,35.7,18.8,Benjamin Scharps and David Scharps Fund,Sculpture,Painting & Sculpture,1956,Y,81272
Glass of Absinthe,Pari,Painted bronze with absinthe spoon,21.6,16.4,8.5,Gift of Louise Reinhardt Smith,Sculpture,Painting & Sculpture,1956,Y,81307
Jeannette (II),Issy,Bronze,26.2,21,24.5,Gift of Sidney Janis,Sculpture,Painting & Sculpture,1955,Y,81412
Shark Sucker,New,Wood,27.1,78.3,25.9,Gift of the artist,Sculpture,Painting & Sculpture,1966,Y,81425
Temporary Volume - Package - For Minneapolis School of Art,Octo,Model: stuffed plastic sheet wrapped with twine |  plastic figure |  and paint and pencil on composition board on wood base,30.1,68.5,70.5,Gift of Mr. and Mrs. Armand P. Bartos,Sculpture,Painting & Sculpture,1970,N,81426
Rotary Demisphere (Precision Optics),Pari,Painted papier-mâché demisphere fitted on velvet-covered disk |  copper collar with plexiglass dome |  motor |  pulley |  and metal stand,148.6,64.2,60.9,Gift of Mrs. William Sisler and Edward James Fund,Sculpture,Painting & Sculpture,1970,Y,81432
The Unknown Political Prisoner (Project for a Monument),3 |,Welded bronze |  brass wire and sheet on limestone,null,null,null,Mrs. Sadie A. May Fund,Sculpture,Painting & Sculpture,1953,Y,81449
Venus in a Shell |  I,Nice,Bronze,null,null,null,Gift of Pat and Charles Simon,Sculpture,Painting & Sculpture,1960,Y,81451
Bust of the Young Balzac,1 (c,Bronze,43.8,38.7,23.6,Gift of The Cantor |  Fitzgerald Collection,Sculpture,Painting & Sculpture,1976,Y,81463
The Horse,4 (c,Bronze,101.6,100.1,56.7,Van Gogh Purchase Fund,Sculpture,Painting & Sculpture,1937,Y,81482
Setting Hen,afte,Cast stone,36.2,21.2,38.1,Abby Aldrich Rockefeller Fund,Sculpture,Painting & Sculpture,1941,Y,81502
Young Bird,Pari,Bronze 16 x 8 1/4 x 12 (40.5 x 21 x 30.4 cm) |  on a two-part pedestal of limestone 9 1/4 (23.5 cm) high |  and oak 23 3/4 (60.3 cm) high (carved by the artist),null,null,null,Gift of Mr. and Mrs. William A. M. Burden,Sculpture,Painting & Sculpture,1985,Y,81505
Large Seated Nude,Nice,Bronze,79.4,77.5,34.9,Gift of Mr. and Mrs. Walter Hochschild (by exchange),Sculpture,Painting & Sculpture,1987,Y,81558
The Serf,Pari,Bronze,92.3,34.5,33,Mr. and Mrs. Sam Salz Fund,Sculpture,Painting & Sculpture,1956,Y,81582
Black Widow,Wate,Painted sheet steel,233.3,434.1,226.2,Mrs. Simon Guggenheim Fund,Sculpture,Painting & Sculpture,1963,Y,81587
Constellation,Meud,Painted wood,29.6,33.1,6,The Sidney and Harriet Janis Collection,Sculpture,Painting & Sculpture,1967,Y,81607
Constellation with Five White and Two Black Forms: Variation 2,Meud,Painted wood,70.1,85.1,3.6,The Sidney and Harriet Janis Collection,Sculpture,Painting & Sculpture,1967,Y,81609
Doll,Pari,Painted aluminum,48.5,26.9,37.6,The Sidney and Harriet Janis Collection,Sculpture,Painting & Sculpture,1967,Y,81611
Lobster Trap and Fish Tail,Roxb,Painted steel wire and sheet aluminum,null,null,null,Commissioned by the Advisory Committee for the stairwell of the Museum,Sculpture,Painting & Sculpture,1939,Y,81621
Bicycle Wheel,rk |,Metal wheel mounted on painted wood stool,129.5,63.5,41.9,The Sidney and Harriet Janis Collection,Sculpture,Painting & Sculpture,1967,Y,81631
The Newborn,vers,Bronze,14.6,21,14.6,Acquired through the Lillie P. Bliss Bequest,Sculpture,Painting & Sculpture,1943,Y,81655
She-Goat,Vall,Bronze,117.7,143.1,71.4,Mrs. Simon Guggenheim Fund,Sculpture,Painting & Sculpture,1959,Y,81670
The Cock,Pari,Cherry,121,46.3,14.6,Gift of LeRay W. Berdeau,Sculpture,Painting & Sculpture,1959,Y,81692
La Serpentine,Issy,Bronze,56.5,28,19,Gift of Abby Aldrich Rockefeller,Sculpture,Painting & Sculpture,1939,Y,81698
The Anachronism,Apri,Vinyl paint on canvas and metal,152.3,94,63.5,Nina and Gordon Bunshaft Bequest,Sculpture,Painting & Sculpture,1994,Y,81703
Guitar,Pari,Paperboard |  paper |  thread |  string |  twine |  and coated wire,65.4,33,19,Gift of the artist,Sculpture,Painting & Sculpture,1980,Y,81723
Endless Column,vers,Oak,203.2,25.1,24.5,Gift of Mary Sisler,Sculpture,Painting & Sculpture,1983,Y,81729
Bull,nes,Plywood |  tree branch |  nails |  and screws,117.2,144.1,10.5,Gift of Jacqueline Picasso in honor of the Museum's continuous commitment to Pablo Picasso's art,Sculpture,Painting & Sculpture,1983,Y,81736
Apartment,Kama,Unglazed Seto red stoneware,95.2,31.3,17,Nina and Gordon Bunshaft Bequest,Sculpture,Painting & Sculpture,1994,Y,81740
Sculpture of Silence,cast,Bronze,21.8,33.3,23.5,Mary Sisler Bequest,Sculpture,Painting & Sculpture,1990,Y,81745
Silent,cast,Bronze,33,14,12.1,Mary Sisler Bequest,Sculpture,Painting & Sculpture,1990,Y,81746
Fish,Pari,Blue-gray marble 21 x 71 x 5 1/2 (53.3 x 180.3 x 14 cm) |  on three-part pedestal of one marble 5 1/8 (13 cm) high |  and two limestone cylinders 13 (33 cm) high and 11 (27.9 cm) high x 32 1/8 (81.5 cm) diameter at widest point,null,null,null,Acquired through the Lillie P. Bliss Bequest,Sculpture,Painting & Sculpture,1948,Y,81795
The River,Begu,Lead,136.5,228.6,167.7,Mrs. Simon Guggenheim Fund,Sculpture,Painting & Sculpture,1948,Y,81798
Constellation with Red Object,Roxb,Painted wood and steel wire,62.2,38.7,24.1,James Thrall Soby Fund,Sculpture,Painting & Sculpture,1943,Y,81834
Hands Holding the Void (Invisible Object),4 (c,Bronze,152.1,32.6,25.3,Louise Reinhardt Smith Bequest,Sculpture,Painting & Sculpture,1995,Y,81849
Josephine Baker (III),is |,Steel wire,99,56.6,24.5,Gift of the artist,Sculpture,Painting & Sculpture,1966,Y,81896
Marion Greenwood,rk |,Brass wire,31.9,28.1,28.8,Gift of the artist,Sculpture,Painting & Sculpture,1966,Y,81897
Portrait of a Man,Yor,Brass wire,32.5,22.2,34.2,Gift of the artist,Sculpture,Painting & Sculpture,1966,Y,81898
Dancer,Pari,Cast stone,30.8,47,18.1,Nelson A. Rockefeller Bequest,Sculpture,Painting & Sculpture,1979,Y,81919
Study for Tower with Figures,summ,Cast polyester resin and synthetic polymer paint,null,null,null,Gift of Mr. and Mrs. M. Riklis,Sculpture,Painting & Sculpture,1970,Y,81970
No Title,afte,Synthetic polymer paint on fiberglass-reinforced polyester |  sixteen parts,243.9,243.9,4.2,Larry Aldrich Foundation Fund,Sculpture,Painting & Sculpture,1974,N,82038
Woman's Head (Fernande),Pari,Bronze,41.3,24.7,26.6,Purchase,Sculpture,Painting & Sculpture,1940,Y,82049
Butterfly Kisses,(199,Cover Girl Thick Lash mascara on paper,75.6,76.2,null,Purchase,Drawing,Drawings,2001,N,82074
Untitled from the series Men in the Cities,(198,Synthetic polymer paint |  charcoal |  pastel |  gouache |  and pencil on paper,127,76.2,null,Gift of an anonymous donor,Drawing,Drawings,2001,N,82214
Delicate Arc,(198,Charcoal and pastel on paper,22.9,95.3,null,Gift of Sarah-Ann and Werner H. Kramarsky,Drawing,Drawings,2001,Y,82319
4 April 1997 - 4 June 1999 |  Potsdamer Platz |  Berlin,4 Ap,Chromogenic color print,80,110,null,Gift of Howard Stein,Photograph,Photography,2001,N,82480
14 April 1999 - 11 December 2000 |  Herrnstrasse |  Munich,14 A,Chromogenic color print,80,110,null,Gift of Howard Stein,Photograph,Photography,2001,N,82492
Everyone Belongs to Everyone Else,(200,Ink and graphite on mylar,55.9,165.1,null,Purchase,Drawing,Drawings,2001,Y,82508
Study for Untitled,(199,Ink on paper,20.3,13.7,null,Gift of Susan Lorence in honor of Kirk Varnedoe,Drawing,Drawings,2001,N,82526
Everyone Belongs to Everyone Else,(200,Ink and graphite on mylar,55.9,165.1,null,Purchase,Drawing,Drawings,2001,Y,82568
Everyone Belongs to Everyone Else,(200,Ink and graphite on mylar,55.9,165.1,null,Purchase,Drawing,Drawings,2001,Y,82569
Everyone Belongs to Everyone Else,(200,Ink and graphite on mylar,55.9,165.1,null,Purchase,Drawing,Drawings,2001,Y,82570
Everyone Belongs to Everyone Else,(200,Ink and graphite on mylar,55.9,165.1,null,Purchase,Drawing,Drawings,2001,Y,82571
Everyone Belongs to Everyone Else,(200,Ink and graphite on mylar,55.9,165.1,null,Purchase,Drawing,Drawings,2001,Y,82572
Everyone Belongs to Everyone Else,(200,Ink and graphite on mylar,55.9,165.1,null,Purchase,Drawing,Drawings,2001,Y,82573
Arrivée du magicien (Arrival of the Magician),(199,Graphite on paper,50.2,32.4,null,Gift of Jan Christiaan Braun and Jo Carole and Ronald S. Lauder,Drawing,Drawings,2001,Y,82579
Arrivée du magicien (Arrival of the Magician),(199,Graphite on paper,null,null,null,Gift of Jan Christiaan Braun and Jo Carole and Ronald S. Lauder,Drawing,Drawings,2001,Y,82580
Arrivée du magicien (Arrival of the Magician),(199,Graphite on paper,50.2,32.4,null,Gift of Jan Christiaan Braun and Jo Carole and Ronald S. Lauder,Drawing,Drawings,2001,Y,82581
Arrivée du magicien (Arrival of the Magician),(199,Graphite on paper,50.2,32.4,null,Gift of Jan Christiaan Braun and Jo Carole and Ronald S. Lauder,Drawing,Drawings,2001,Y,82582
Arrivée du magicien (Arrival of the Magician),(199,Graphite on paper,50.2,32.4,null,Gift of Jan Christiaan Braun and Jo Carole and Ronald S. Lauder,Drawing,Drawings,2001,Y,82583
Arrivée du magicien (Arrival of the Magician),(199,Graphite on paper,50.2,32.4,null,Gift of Jan Christiaan Braun and Jo Carole and Ronald S. Lauder,Drawing,Drawings,2001,Y,82584
Arrivée du magicien (Arrival of the Magician),(199,Graphite on paper,50.2,32.4,null,Gift of Jan Christiaan Braun and Jo Carole and Ronald S. Lauder,Drawing,Drawings,2001,Y,82585
Arrivée du magicien (Arrival of the Magician),(199,Graphite on paper,50.2,32.4,null,Gift of Jan Christiaan Braun and Jo Carole and Ronald S. Lauder,Drawing,Drawings,2001,N,82586
Arrivée du magicien (Arrival of the Magician),(199,Graphite on paper,50.2,32.4,null,Gift of Jan Christiaan Braun and Jo Carole and Ronald S. Lauder,Drawing,Drawings,2001,N,82587
Arrivée du magicien (Arrival of the Magician),(199,Graphite on paper,50.2,32.4,null,Gift of Jan Christiaan Braun and Jo Carole and Ronald S. Lauder,Drawing,Drawings,2001,N,82588
Arrivée du magicien (Arrival of the Magician),(199,Graphite on paper,50.2,32.4,null,Gift of Jan Christiaan Braun and Jo Carole and Ronald S. Lauder,Drawing,Drawings,2001,N,82589
Arrivée du magicien (Arrival of the Magician),(199,Graphite on paper,50.2,32.4,null,Gift of Jan Christiaan Braun and Jo Carole and Ronald S. Lauder,Drawing,Drawings,2001,N,82590
Arrivée du magicien (Arrival of the Magician),(199,Graphite on paper,50.2,32.4,null,Gift of Jan Christiaan Braun and Jo Carole and Ronald S. Lauder,Drawing,Drawings,2001,N,82591
Arrivée du magicien (Arrival of the Magician),(199,Graphite on paper,50.2,32.4,null,Gift of Jan Christiaan Braun and Jo Carole and Ronald S. Lauder,Drawing,Drawings,2001,N,82592
Arrivée du magicien (Arrival of the Magician),(199,Graphite on paper,50.2,32.4,null,Gift of Jan Christiaan Braun and Jo Carole and Ronald S. Lauder,Drawing,Drawings,2001,N,82595
Arrivée du magicien (Arrival of the Magician),(199,Graphite on paper,50.2,32.4,null,Gift of Jan Christiaan Braun and Jo Carole and Ronald S. Lauder,Drawing,Drawings,2001,N,82597
Arrivée du magicien (Arrival of the Magician),(199,Graphite on paper,50.2,32.4,null,Gift of Jan Christiaan Braun and Jo Carole and Ronald S. Lauder,Drawing,Drawings,2001,N,82598
Arrivée du magicien (Arrival of the Magician),(199,Graphite on paper,50.2,32.4,null,Gift of Jan Christiaan Braun and Jo Carole and Ronald S. Lauder,Drawing,Drawings,2001,N,82599
Arrivée du magicien (Arrival of the Magician),(199,Graphite on paper,50.2,32.4,null,Gift of Jan Christiaan Braun and Jo Carole and Ronald S. Lauder,Drawing,Drawings,2001,N,82600
Arrivée du magicien (Arrival of the Magician),(199,Graphite on paper,50.2,32.4,null,Gift of Jan Christiaan Braun and Jo Carole and Ronald S. Lauder,Drawing,Drawings,2001,N,82601
Arrivée du magicien (Arrival of the Magician),(199,Graphite on paper,50.2,32.4,null,Gift of Jan Christiaan Braun and Jo Carole and Ronald S. Lauder,Drawing,Drawings,2001,N,82602
Arrivée du magicien (Arrival of the Magician),(199,Graphite on paper,50.2,32.4,null,Gift of Jan Christiaan Braun and Jo Carole and Ronald S. Lauder,Drawing,Drawings,2001,N,82603
Arrivée du magicien (Arrival of the Magician),(199,Graphite on paper,50.2,32.4,null,Gift of Jan Christiaan Braun and Jo Carole and Ronald S. Lauder,Drawing,Drawings,2001,N,82604
Arrivée du magicien (Arrival of the Magician),(199,Graphite on paper,50.2,32.4,null,Gift of Jan Christiaan Braun and Jo Carole and Ronald S. Lauder,Drawing,Drawings,2001,N,82605
Arrivée du magicien (Arrival of the Magician),(199,Graphite on paper,50.2,32.4,null,Gift of Jan Christiaan Braun and Jo Carole and Ronald S. Lauder,Drawing,Drawings,2001,N,82606
Arrivée du magicien (Arrival of the Magician),(199,Graphite on paper,50.2,32.4,null,Gift of Jan Christiaan Braun and Jo Carole and Ronald S. Lauder,Drawing,Drawings,2001,N,82607
Arrivée du magicien (Arrival of the Magician),(199,Graphite on paper,50.2,32.4,null,Gift of Jan Christiaan Braun and Jo Carole and Ronald S. Lauder,Drawing,Drawings,2001,N,82608
Arrivée du magicien (Arrival of the Magician),(199,Graphite on paper,50.2,32.4,null,Gift of Jan Christiaan Braun and Jo Carole and Ronald S. Lauder,Drawing,Drawings,2001,N,82609
Arrivée du magicien (Arrival of the Magician),(199,Graphite on paper,50.2,32.4,null,Gift of Jan Christiaan Braun and Jo Carole and Ronald S. Lauder,Drawing,Drawings,2001,N,82610
Jacqueline with Headband. III (Jacqueline au bandeau. III),Marc,Linoleum cut,35,27,null,Eugene Mercy |  Jr. Fund |  Riva Castleman Endowment Fund |  and Louise Reinhardt Smith Bequest (by exchange),Print,Prints & Illustrated Books,2001,Y,82654
Jacqueline with Headband. II (Jacqueline au bandeau. II) |  state III,Marc,Linoleum cut,null,null,null,Eugene Mercy |  Jr. Fund |  Riva Castleman Endowment Fund |  and Louise Reinhardt Smith Bequest (by exchange),Print,Prints & Illustrated Books,2001,Y,82658
Suomen Koristetaiteilijain Liito. Or Nam. Konstindustriforbunoet I Finland,post,,12,15.4,null,Jan Tschichold Collection |  Gift of Philip Johnson,A&D Graphic Design,Architecture & Design,1999,N,82805
Everyone Belongs to Everyone Else,(200,Ink and graphite on mylar,55.9,165.1,null,Purchase,Drawing,Drawings,2001,N,82809
Steamship Pipes |  Paris,Wint,Gelatin silver print,null,null,null,Thomas Walther Collection. Gift of Andreas Feininger |  by exchange,Photograph,Photography,2001,Y,83728
Untitled (Chrysler Building under Construction),Late,Gelatin silver print,null,null,null,Thomas Walther Collection. Abbott-Levy Collection funds |  by exchange,Photograph,Photography,2001,N,83784
