Title,Year,Medium,Width,Height,Depth,CreditLine,Classification,Department,YearAcquired,CuratorApproved,ObjectID
Plate (folio 10) from Untitled book,(196,Collage,15.9,31,null,Gift of Kynaston McShine,Illustrated Book,Prints & Illustrated Books,1982,N,21579
Plate (folio 11) from Untitled book,(196,Photograph negative,3.3,2.3,null,Gift of Kynaston McShine,Illustrated Book,Prints & Illustrated Books,1982,N,21580
Le Père Ubu à l'Aviation,1918,Illustrated book with three line block reproductions (including duplicate on front cover) after ink drawings,null,null,null,The Louis E. Stern Collection,Illustrated Book,Prints & Illustrated Books,1964,N,21585
Andy Warhol's Index (Book),1967,Photolithographic reproduction of type and photographs |  7 with with pop-ups |  fold-out |  or collage,null,null,null,Gift of Kynaston McShine,Illustrated Book,Prints & Illustrated Books,1982,N,21586
Headpiece and pictorial initial L (page 29) from DINGO,1924,Etching |  printed in black,null,null,null,The Louis E. Stern Collection,Illustrated Book,Prints & Illustrated Books,1964,N,21597
Headpiece and pictorial initial B (page 51) from DINGO,1924,Etching |  printed in black,null,null,null,The Louis E. Stern Collection,Illustrated Book,Prints & Illustrated Books,1964,N,21605
Headpiece and pictorial initial L (page 71) from DINGO,1924,Etching |  printed in black,null,null,null,The Louis E. Stern Collection,Illustrated Book,Prints & Illustrated Books,1964,N,21610
Headpiece and pictorial initial I (page 5) from DINGO,1924,Etching |  printed in black,null,null,null,The Louis E. Stern Collection,Illustrated Book,Prints & Illustrated Books,1964,N,21617
Headpiece and pictorial initial E (page 101) from DINGO,1924,Etching |  printed in black,null,null,null,The Louis E. Stern Collection,Illustrated Book,Prints & Illustrated Books,1964,N,21619
Headpiece and pictorial initial L (page 123) from DINGO,1924,Etching |  printed in black,null,null,null,The Louis E. Stern Collection,Illustrated Book,Prints & Illustrated Books,1964,N,21623
Headpiece and pictorial initial L (page 137) from DINGO,1924,Etching |  printed in black,null,null,null,The Louis E. Stern Collection,Illustrated Book,Prints & Illustrated Books,1964,N,21627
Headpiece and pictorial initial E (page 151) from DINGO,1924,Etching |  printed in black,null,null,null,The Louis E. Stern Collection,Illustrated Book,Prints & Illustrated Books,1964,N,21634
Headpiece and pictorial initial J (page 159) from DINGO,1924,Etching |  printed in black,null,null,null,The Louis E. Stern Collection,Illustrated Book,Prints & Illustrated Books,1964,N,21636
Headpiece and pictorial initial A (page 175) from DINGO,1924,Etching |  printed in black,null,null,null,The Louis E. Stern Collection,Illustrated Book,Prints & Illustrated Books,1964,N,21641
Headpiece and pictorial initial M (page 189) from DINGO,1924,Etching |  printed in black,null,null,null,The Louis E. Stern Collection,Illustrated Book,Prints & Illustrated Books,1964,N,21643
Headpiece and pictorial initial J (page 17) from DINGO,1924,Etching |  printed in black,null,null,null,The Louis E. Stern Collection,Illustrated Book,Prints & Illustrated Books,1964,N,21651
Les Histoires du Petit Renaud,1927,Illustrated book with 52 line block and pochoir reproductions after pen and ink drawings (including duplicates on wrapper front and title page) |  printed in color,null,null,null,The Louis E. Stern Collection,Illustrated Book,Prints & Illustrated Books,1964,N,21655
Title page from Stones,1959,Lithograph from illustrated book with thirteen lithographs,null,null,null,Gift of Mr. and Mrs. E. Powis Jones,Illustrated Book,Prints & Illustrated Books,1959,Y,21657
Stones,1960,Illustrated book with thirteen lithographs and one oil drawing,null,null,null,Gift of Mr. and Mrs. E. Powis Jones,Illustrated Book,Prints & Illustrated Books,1959,Y,21658
Energy from Stones,1959,Lithograph from illustrated book with thirteen lithographs,null,null,null,Gift of Mr. and Mrs. E. Powis Jones,Illustrated Book,Prints & Illustrated Books,1959,Y,21659
Five O'Clock from Stones,1958,Lithograph from illustrated book with thirteen lithographs,null,null,null,Gift of Mr. and Mrs. E. Powis Jones,Illustrated Book,Prints & Illustrated Books,1959,Y,21660
Where are They from Stones,1958,Lithograph from illustrated book with thirteen lithographs,null,null,null,Gift of Mr. and Mrs. E. Powis Jones,Illustrated Book,Prints & Illustrated Books,1959,Y,21661
Will We Ever Get from Stones,1958,Lithograph from illustrated book with thirteen lithographs,null,null,null,Gift of Mr. and Mrs. E. Powis Jones,Illustrated Book,Prints & Illustrated Books,1959,Y,21662
Wrapper front from Stones,1960,Oil drawing,null,null,null,Gift of Mr. and Mrs. E. Powis Jones,Illustrated Book,Prints & Illustrated Books,1959,Y,21663
Us from Stones,1957,Lithograph from illustrated book with thirteen lithographs,null,null,null,Gift of Mr. and Mrs. E. Powis Jones,Illustrated Book,Prints & Illustrated Books,1959,Y,21664
Sprintemps from Stones,1958,Lithograph from illustrated book with thirteen lithographs,null,null,null,Gift of Mr. and Mrs. E. Powis Jones,Illustrated Book,Prints & Illustrated Books,1959,Y,21665
The End of All Existences from Stones,1957,Lithograph from illustrated book with thirteen lithographs,null,null,null,Gift of Mr. and Mrs. E. Powis Jones,Illustrated Book,Prints & Illustrated Books,1959,Y,21666
Love from Stones,1958,Lithograph from illustrated book with thirteen lithographs,null,null,null,Gift of Mr. and Mrs. E. Powis Jones,Illustrated Book,Prints & Illustrated Books,1959,Y,21667
Berdie from Stones,1959,Lithograph from illustrated book with thirteen lithographs,null,null,null,Gift of Mr. and Mrs. E. Powis Jones,Illustrated Book,Prints & Illustrated Books,1959,Y,21668
Students from Stones,1958,Lithograph from illustrated book with thirteen lithographs,null,null,null,Gift of Mr. and Mrs. E. Powis Jones,Illustrated Book,Prints & Illustrated Books,1959,Y,21669
To the Entertainment of Patsy and Mike Goldberg from Stones,1958,Lithograph from illustrated book with thirteen lithographs,null,null,null,Gift of Mr. and Mrs. E. Powis Jones,Illustrated Book,Prints & Illustrated Books,1959,Y,21670
Melancholy Breakfast from Stones,1958,Lithograph from illustrated book with thirteen lithographs,null,null,null,Gift of Mr. and Mrs. E. Powis Jones,Illustrated Book,Prints & Illustrated Books,1959,Y,21671
Cards,1970,Illustrated Book with 25 offset lithographs,null,null,null,John B. Turner Fund,Illustrated Book,Prints & Illustrated Books,1993,Y,21894
The Case of the Wolf-man,1993,Illustrated Book with 5 etchings and 6 woodcuts,null,null,null,John B. Turner Fund,Illustrated Book,Prints & Illustrated Books,1993,Y,21921
Berliner Mauer Todesstreifen,1992,36 earthprints and 3 1 photolithographs with blindstamped cement cover,null,null,null,Linda Barth Goldstein Fund,Illustrated Book,Prints & Illustrated Books,1993,N,21925
Untitled from Folder vol. I |  no. I,1953,,null,null,null,John B. Turner Fund,Illustrated Book,Prints & Illustrated Books,1993,N,21928
Untitled from Folder vol. I |  no. I,1953,,null,null,null,John B. Turner Fund,Illustrated Book,Prints & Illustrated Books,1993,N,21930
Untitled from Folder vol. I |  no. I,1953,,null,null,null,John B. Turner Fund,Illustrated Book,Prints & Illustrated Books,1993,N,21931
WITHDRAW... |  plate 8 (folio 20) from PSEAUMES PENITENTIELS DE DAVID,1956,,null,null,null,The Louis E. Stern Collection,Illustrated Book,Prints & Illustrated Books,1964,N,21944
Über den Begrift des Geschichte Angelus Novus,1993,26 lineblock and woodcuts,null,null,null,Elinor and Edmund Grasheim Fund and purchase,Illustrated Book,Prints & Illustrated Books,1993,N,21954
Voina (War),-191,Illustrated book with ten linoleum cuts |  one with collage,null,null,null,The Riva Castleman Endowment Fund |  Abby Aldrich Rockefeller Fund (by exchange) |  Mary Ellen Meehan Fund |  Riva Castleman Fund |  Purchase |  and Purchase (by exchange),Illustrated Book,Prints & Illustrated Books,1993,Y,21958
Mesa Verde,1992,Illustrated Book with 1 etching and 1 watercolor,null,null,null,Gift of Linda Barth Goldstein,Illustrated Book,Prints & Illustrated Books,1993,Y,21973
Ewige Pflanzlichkeit,1989,Illustrated Book with 43 screenprints and 8 woodcuts,null,null,null,Purchase,Illustrated Book,Prints & Illustrated Books,1993,Y,21980
Draft Notes for a Conversation on Dante,1993,Illustrated Book with fifteen lithographs,null,null,null,Lily Auchincloss Fund in honor of Joanne Stern,Illustrated Book,Prints & Illustrated Books,1993,Y,22011
Kabarett Fledermaus (Cabaret Fledermaus),1907,Theater program with six line block reproductions (including front and back cover),null,null,null,Purchased with funds given by Mrs. Henry I. Cobb and Mrs. Melville Wakeman Hall,Illustrated Book,Prints & Illustrated Books,1993,Y,22019
Rhapsodie de ma nuit,1958,Illustrated book with 6 lithographs,null,null,null,Monroe Wheeler Fund,Illustrated Book,Prints & Illustrated Books,1996,Y,22020
Milton Avery: Paintings 1930-1960,1962,Illustrated book with 1 etching,null,null,null,Gift of Susan Merians,Illustrated Book,Prints & Illustrated Books,1996,Y,22041
Two plates (following printer's device) from CÉSAR ANTÉCHRIST,1895,Woodcuts |  printed in color,null,null,null,Purchase,Illustrated Book,Prints & Illustrated Books,1993,N,22053
Two plates (facing page 112) from CÉSAR ANTÉCHRIST,1895,Woodcuts |  printed in color,null,null,null,Purchase,Illustrated Book,Prints & Illustrated Books,1993,N,22062
Frontispiece from THÉOGONIE,(Pri,Etching and aquatint |  printed in color,36.2,29.2,null,The Louis E. Stern Collection,Illustrated Book,Prints & Illustrated Books,1964,N,22065
Plate (page 41) from THÉOGONIE,(Pri,Etching |  printed in black,30.5,22.4,null,The Louis E. Stern Collection,Illustrated Book,Prints & Illustrated Books,1964,N,22067
Plate (page 45) from THÉOGONIE,(Pri,Etching |  printed in black,30.5,22.5,null,The Louis E. Stern Collection,Illustrated Book,Prints & Illustrated Books,1964,N,22068
Plate (page 49) from THÉOGONIE,(Pri,Etching |  printed in black,30.5,22.6,null,The Louis E. Stern Collection,Illustrated Book,Prints & Illustrated Books,1964,N,22069
Plate (page 55) from THÉOGONIE,(Pri,Etching |  printed in black,30.1,22.2,null,The Louis E. Stern Collection,Illustrated Book,Prints & Illustrated Books,1964,N,22070
Plate (page 61) from THÉOGONIE,(Pri,Etching |  printed in black,30.5,22.6,null,The Louis E. Stern Collection,Illustrated Book,Prints & Illustrated Books,1964,N,22071
Plate (page 65) from THÉOGONIE,(Pri,Etching |  printed in black,30.3,22.2,null,The Louis E. Stern Collection,Illustrated Book,Prints & Illustrated Books,1964,N,22072
Plate (page 69) from THÉOGONIE,(Pri,Etching |  printed in black,30.1,22.2,null,The Louis E. Stern Collection,Illustrated Book,Prints & Illustrated Books,1964,N,22073
Plate (page 74) from THÉOGONIE,(Pri,Photogravure |  printed in black,29.7,21.8,null,The Louis E. Stern Collection,Illustrated Book,Prints & Illustrated Books,1964,N,22074
Plate (page 75) from THÉOGONIE,(Pri,Photogravure |  printed in black,29.6,21.6,null,The Louis E. Stern Collection,Illustrated Book,Prints & Illustrated Books,1964,N,22075
Tailpiece (page 78) from THÉOGONIE,(Pri,Aquatint |  printed in black,5.7,11,null,The Louis E. Stern Collection,Illustrated Book,Prints & Illustrated Books,1964,N,22076
Plate (page 5) from THÉOGONIE,(Pri,Photogravure |  printed in black,29.7,21.6,null,The Louis E. Stern Collection,Illustrated Book,Prints & Illustrated Books,1964,N,22077
Wrapper front from THÉOGONIE,(Pri,Etching and aquatint with varnish |  printed in color,44.2,34,null,The Louis E. Stern Collection,Illustrated Book,Prints & Illustrated Books,1964,N,22078
Headpiece (page 7) from THÉOGONIE,(Pri,Etching |  printed in black,11.8,23.5,null,The Louis E. Stern Collection,Illustrated Book,Prints & Illustrated Books,1964,N,22079
Plate (page 9) from THÉOGONIE,(Pri,Etching |  printed in black,30.7,22.6,null,The Louis E. Stern Collection,Illustrated Book,Prints & Illustrated Books,1964,N,22080
Plate (page 15) from THÉOGONIE,(Pri,Etching |  printed in black,30,22.4,null,The Louis E. Stern Collection,Illustrated Book,Prints & Illustrated Books,1964,N,22081
Plate (page 21) from THÉOGONIE,(Pri,Etching |  printed in black,30.1,22.2,null,The Louis E. Stern Collection,Illustrated Book,Prints & Illustrated Books,1964,N,22082
Plate (page 25) from THÉOGONIE,(Pri,Etching |  printed in black,30.4,22.3,null,The Louis E. Stern Collection,Illustrated Book,Prints & Illustrated Books,1964,N,22083
Plate (page 29) from THÉOGONIE,(Pri,Etching |  printed in black,30.1,22.2,null,The Louis E. Stern Collection,Illustrated Book,Prints & Illustrated Books,1964,N,22084
Plate (page 35) from THÉOGONIE,(Pri,Etching |  printed in black,30.2,22.2,null,The Louis E. Stern Collection,Illustrated Book,Prints & Illustrated Books,1964,N,22085
Stop Traveler (Siste Viator),1993,Reproductions of twenty books by various authors,null,null,null,John B. Turner Fund,Illustrated Book,Prints & Illustrated Books,1993,Y,22086
Suites,1992,Artist's book |  printed in color,null,null,null,Given anonymously,Illustrated Book,Prints & Illustrated Books,1996,Y,22087
Chervonyi perets'. Satyrychno-humorystychnyi dvotyzhnevyk |  no. 9,1929,,null,null,null,Gift of The Judith Rothschild Foundation (Boris Kerdimun Archive),Illustrated Book,Prints & Illustrated Books,2001,N,22089
THÉOGONIE,(Unp,16 etchings (some with drypoint); and etching (not included in published book) |  printed in black on cream |  smooth |  laid paper,53,37.7,null,The Louis E. Stern Collection,Illustrated Book,Prints & Illustrated Books,1964,Y,22091
Elle |  c'est à dire l'aube,1958,Illustrated book with four lithographs,null,null,null,Monroe Wheeler Fund,Illustrated Book,Prints & Illustrated Books,1996,Y,22111
Twelve Day Walk and Eighty Four Paces,1991,Illustrated book with 26 offset lithographs |  printed in color,null,null,null,Mary Ellen Meehan Fund and The Monroe Wheeler Fund,Illustrated Book,Prints & Illustrated Books,1996,Y,22118
SITZEN STEHEN LIEFEN: MODELL FUR EIN BUCH with excerpts from GULLIVER'S TRAVELS,1995,24 woodcuts |  printed in black,null,null,null,Gift of the artist,Illustrated Book,Prints & Illustrated Books,1996,N,22125
Shliakhy mystetsva. Misiachnyk khudozhn'oho sektora holovpolitosvity,1921,,null,null,null,Gift of The Judith Rothschild Foundation (Boris Kerdimun Archive),Illustrated Book,Prints & Illustrated Books,2001,N,22126
Plate (folio 7) from LE CHAR TRIOMPHAL DE L'ANTIMOINE,1949,,null,null,null,The Louis E. Stern Collection,Illustrated Book,Prints & Illustrated Books,1964,N,22127
Plate (folio 11) from LE CHAR TRIOMPHAL DE L'ANTIMOINE,1949,,null,null,null,The Louis E. Stern Collection,Illustrated Book,Prints & Illustrated Books,1964,N,22129
Plate (folio 19) from LE CHAR TRIOMPHAL DE L'ANTIMOINE,1949,,null,null,null,The Louis E. Stern Collection,Illustrated Book,Prints & Illustrated Books,1964,N,22130
Seven Passages to a Flight,1995,Illustrated book with nine etchings |  relief printed with stenciled border,null,null,null,The Ralph E. Shikes Fund,Illustrated Book,Prints & Illustrated Books,1996,Y,22131
The Works of Geoffrey Chaucer,(189,Illustrated book with 87 wood engravings and wood engraved ornamental elements,42,28.2,null,The Louis E. Stern Collection,Illustrated Book,Prints & Illustrated Books,1964,N,22144
Depaysages,1959,Illustrated book with two lithographs,null,null,null,Monroe Wheeler Fund,Illustrated Book,Prints & Illustrated Books,1996,Y,22231
Three Young Rats and Other Rhymes,1944,Illustrated book with 85 line block reproductions and supplementary pen and ink drawing,null,null,null,The Louis E. Stern Collection,Illustrated Book,Prints & Illustrated Books,1964,N,22233
A Bestiary,1955,Illustrated book with 56 line block reproductions,null,null,null,The Louis E. Stern Collection,Illustrated Book,Prints & Illustrated Books,1964,N,22236
Fables,1931,Illustrated book with 52 line block reproductions and one supplementary pen and ink drawing,null,null,null,Gift of Monroe Wheeler,Illustrated Book,Prints & Illustrated Books,1966,N,22257
Mein Leben,1923,Portfolio of twenty  etchings |  fifteen with drypoint,null,null,null,The Louis E. Stern Collection,Illustrated Book,Prints & Illustrated Books,1964,Y,22260
Untitled from My Life,1922,Title page with hand additions from a portfolio of twenty etchings |  fifteen with drypoint,null,null,null,The Louis E. Stern Collection,Print,Prints & Illustrated Books,1964,N,22273
Plate (page 23) from JOURNAL D'UN CHEVAL,1952,Lithograph |  printed in color,null,null,null,The Louis E. Stern Collection,Illustrated Book,Prints & Illustrated Books,1964,N,22313
LES SEPT PÉCHÉS CAPITAUX,(192,15 etching and drypoints (5 with aquatint) |  printed in black on cream |  smooth |  wove Japan paper; two supplementary suites |  printed in color: one (with additional etching and drypoint) on cream |  smooth |  wove Japan paper; and one on ivory |  smooth |  laid China paper; and 1 added unbound drawing,25,19,null,The Louis E. Stern Collection,Illustrated Book,Prints & Illustrated Books,1964,N,22321
Pereval. Sbornik. Kniga chetvertaia,1926,,null,null,null,Gift of The Judith Rothschild Foundation (Boris Kerdimun Archive),Illustrated Book,Prints & Illustrated Books,2001,N,22431
Headpiece and pictorial initial for Chapter I (page 3) from LES ÂMES MORTES,1923,Etching |  printed in black,null,null,null,The Louis E. Stern Collection,Illustrated Book,Prints & Illustrated Books,1964,N,22438
Headpiece and pictorial initial for Chapter II (page 19) from LES ÂMES MORTES,1923,Etching |  printed in black,null,null,null,The Louis E. Stern Collection,Illustrated Book,Prints & Illustrated Books,1964,N,22443
Headpiece and pictorial initial for Chapter III (page 45) from LES ÂMES MORTES,1923,Etching |  printed in black,null,null,null,The Louis E. Stern Collection,Illustrated Book,Prints & Illustrated Books,1964,N,22453
Headpiece and pictorial initial for Chapter IV (page 73) from LES ÂMES MORTES,1923,Etching |  printed in black,null,null,null,The Louis E. Stern Collection,Illustrated Book,Prints & Illustrated Books,1964,N,22460
Headpiece and pictorial initial for Chapter V (page 107) from LES ÂMES MORTES,1923,Etching |  printed in black,null,null,null,The Louis E. Stern Collection,Illustrated Book,Prints & Illustrated Books,1964,N,22466
Headpiece and pictorial initial for Chapter VI (page 135) from LES ÂMES MORTES,1923,Etching |  printed in black,null,null,null,The Louis E. Stern Collection,Illustrated Book,Prints & Illustrated Books,1964,N,22482
Headpiece and pictorial initial for Chapter VII (page 165) from LES ÂMES MORTES,1923,Etching |  printed in black,null,null,null,The Louis E. Stern Collection,Illustrated Book,Prints & Illustrated Books,1964,N,22496
Headpiece and pictorial initial for Chapter VIII (page 193) from LES ÂMES MORTES,1923,Etching |  printed in black,null,null,null,The Louis E. Stern Collection,Illustrated Book,Prints & Illustrated Books,1964,N,22517
Headpiece and pictorial initial for Chapter IX (page 221) from LES ÂMES MORTES,1923,Etching |  printed in black,null,null,null,The Louis E. Stern Collection,Illustrated Book,Prints & Illustrated Books,1964,N,22523
Headpiece and pictorial initial for Chapter X (page 245) from LES ÂMES MORTES,1923,Etching |  printed in black,null,null,null,The Louis E. Stern Collection,Illustrated Book,Prints & Illustrated Books,1964,N,22528
Headpiece and pictorial initial for Chapter XI (page 271) from LES ÂMES MORTES,1923,Etching |  printed in black,null,null,null,The Louis E. Stern Collection,Illustrated Book,Prints & Illustrated Books,1964,N,22537
The Bread of Days,1994,Illustrated book with 12 etchings,null,null,null,Mary Ellen Meehan Fund,Illustrated Book,Prints & Illustrated Books,1995,Y,22663
4 Poets/Poems,1993,4 lithographs,null,null,null,John B. Turner Fund,Illustrated Book,Prints & Illustrated Books,1995,Y,22668
Bible,publ,105 etching |  soft ground etching |  and engravings (some with roulette and/or drypoint) |  printed in black; and 2 preliminary folios embellished by the artist with pastel in 1957,44,33.5,null,The Louis E. Stern Collection,Illustrated Book,Prints & Illustrated Books,1964,N,22978
Plate 12 from Four Tales from The Arabian Nights,1941,One lithograph from an illustrated book of twelve lithographs and sixteen photolithographs with 166 progressive proofs and one loose supplementary lithograph,null,null,null,The Louis E. Stern Collection,Illustrated Book,Prints & Illustrated Books,1964,N,23113
TONDO II |  plate 12 (folio 32) from PICTURE BOOK,1933,,null,null,null,The Louis E. Stern Collection,Illustrated Book,Prints & Illustrated Books,1964,N,23290
RAISING OF LAZARUS |  plate 19 (folio 46) from PICTURE BOOK,1933,,null,null,null,The Louis E. Stern Collection,Illustrated Book,Prints & Illustrated Books,1964,N,23298
TONDO III |  plate 24 (folio 56) from PICTURE BOOK,1933,,null,null,null,The Louis E. Stern Collection,Illustrated Book,Prints & Illustrated Books,1964,N,23303
